time_stamp,day,power_refrigerator
3,14,56348.0
4,14,58350.0
5,14,31415.0
6,14,32387.0
7,14,57737.0
8,14,54043.0
9,14,50269.0
10,14,47701.0
11,14,21343.0
12,14,76080.0
13,14,14334.0
14,14,59851.0
15,14,185513.0
16,14,67119.0
17,14,64952.0
18,14,56749.0
19,14,62811.0
20,14,58994.0
21,14,22011.0
22,14,47360.0
23,14,64994.0
0,15,5854.0
1,15,63117.0
2,15,62329.0
3,15,15882.0
4,15,52383.0
5,15,61077.0
6,15,32759.0
7,15,32550.0
8,15,61158.0
9,15,46067.0
10,15,6402.0
11,15,66197.0
12,15,47812.0
13,15,60416.0
14,15,50862.0
15,15,5846.0
16,15,66707.0
17,15,50881.0
18,15,10812.0
19,15,61061.0
20,15,54130.0
21,15,62004.0
22,15,10050.0
23,15,60243.0
0,16,68648.0
1,16,5986.0
2,16,64221.0
3,16,64973.0
4,16,6527.0
5,16,64888.0
6,16,57104.0
7,16,17366.0
8,16,190655.0
9,16,70389.0
10,16,61640.0
11,16,57697.0
12,16,41055.0
13,16,21071.0
14,16,57402.0
15,16,57023.0
16,16,58356.0
17,16,20834.0
18,16,43005.0
19,16,59075.0
20,16,59104.0
21,16,3294.0
22,16,
23,16,
0,17,
1,17,
2,17,
3,17,
4,17,
5,17,
6,17,
7,17,
8,17,
9,17,
10,17,
11,17,
12,17,
13,17,
14,17,
15,17,
16,17,
17,17,
18,17,
19,17,
20,17,
21,17,
22,17,
23,17,
0,18,
1,18,
2,18,
3,18,
4,18,
5,18,
6,18,
7,18,
8,18,
9,18,
10,18,
11,18,
12,18,
13,18,
14,18,
15,18,
16,18,
17,18,
18,18,
19,18,
20,18,
21,18,
22,18,
23,18,
0,19,
1,19,
2,19,
3,19,
4,19,
5,19,
6,19,
7,19,
8,19,
9,19,
10,19,
11,19,
12,19,
13,19,
14,19,798.0
15,19,26488.0
16,19,63308.0
17,19,15828.0
18,19,53245.0
19,19,48691.0
20,19,133657.0
21,19,116206.0
22,19,63256.0
23,19,34437.0
0,20,72384.0
1,20,8685.0
2,20,57579.0
3,20,57151.0
4,20,56540.0
5,20,45814.0
6,20,13990.0
7,20,54130.0
8,20,53909.0
9,20,52781.0
10,20,40897.0
11,20,28295.0
12,20,43347.0
13,20,53739.0
14,20,51012.0
15,20,63172.0
16,20,20318.0
17,20,41141.0
18,20,54645.0
19,20,56694.0
20,20,55779.0
21,20,5995.0
22,20,55053.0
23,20,53322.0
0,21,54200.0
1,21,52628.0
2,21,48092.0
3,21,6120.0
4,21,59067.0
5,21,53815.0
6,21,54197.0
7,21,50493.0
8,21,6578.0
9,21,53434.0
10,21,47163.0
11,21,57830.0
12,21,54320.0
13,21,138777.0
14,21,106790.0
15,21,57833.0
16,21,38298.0
17,21,39921.0
18,21,59083.0
19,21,58660.0
20,21,45265.0
21,21,58346.0
22,21,16150.0
23,21,46239.0
0,22,96110.0
1,22,55114.0
2,22,52145.0
3,22,27469.0
4,22,66744.0
5,22,66769.0
6,22,52479.0
7,22,10573.0
8,22,64557.0
9,22,54602.0
10,22,31611.0
11,22,48574.0
12,22,43555.0
13,22,62047.0
14,22,53984.0
15,22,5568.0
16,22,59684.0
17,22,53315.0
18,22,57982.0
19,22,53028.0
20,22,35080.0
21,22,27566.0
22,22,60812.0
23,22,118495.0
0,23,102889.0
1,23,188661.0
2,23,79873.0
3,23,79477.0
4,23,71790.0
5,23,58382.0
6,23,16710.0
7,23,69559.0
8,23,68842.0
9,23,6544.0
10,23,71371.0
11,23,80756.0
12,23,5796.0
13,23,70979.0
14,23,71841.0
15,23,6445.0
16,23,70551.0
17,23,37210.0
18,23,38115.0
19,23,69386.0
20,23,5988.0
21,23,70021.0
22,23,66238.0
23,23,10285.0
0,24,70593.0
1,24,27377.0
2,24,49485.0
3,24,69673.0
4,24,6488.0
5,24,69135.0
6,24,54020.0
7,24,20330.0
8,24,67012.0
9,24,15257.0
10,24,59207.0
11,24,55801.0
12,24,49924.0
13,24,10201.0
14,24,185930.0
15,24,57663.0
16,24,59696.0
17,24,53548.0
18,24,52569.0
19,24,18729.0
20,24,43122.0
21,24,52613.0
22,24,54322.0
23,24,52186.0
0,25,46590.0
1,25,34258.0
2,25,30403.0
3,25,53262.0
4,25,53737.0
5,25,54271.0
6,25,21642.0
7,25,39259.0
8,25,52743.0
9,25,52653.0
10,25,57354.0
11,25,12822.0
12,25,43966.0
13,25,50772.0
14,25,50028.0
15,25,50199.0
16,25,37197.0
17,25,19091.0
18,25,52898.0
19,25,51358.0
20,25,51670.0
21,25,35794.0
22,25,
23,25,
0,26,20182.0
1,26,51182.0
2,26,52551.0
3,26,52811.0
4,26,22393.0
5,26,35763.0
6,26,51093.0
7,26,50616.0
8,26,134120.0
9,26,106108.0
10,26,38825.0
11,26,48903.0
12,26,63397.0
13,26,62006.0
14,26,31779.0
15,26,38270.0
16,26,63615.0
17,26,46270.0
18,26,25862.0
19,26,67378.0
20,26,46527.0
21,26,26796.0
22,26,67939.0
23,26,36775.0
0,27,36932.0
1,27,66146.0
2,27,62739.0
3,27,6023.0
4,27,66410.0
5,27,65683.0
6,27,7305.0
7,27,65604.0
8,27,48631.0
9,27,22783.0
10,27,62779.0
11,27,54865.0
12,27,44095.0
13,27,24704.0
14,27,18553.0
15,27,59604.0
16,27,110313.0
17,27,63580.0
18,27,56124.0
19,27,21590.0
20,27,54732.0
21,27,11768.0
22,27,85983.0
23,27,190116.0
0,28,52234.0
1,28,64543.0
2,28,14661.0
3,28,65933.0
4,28,18203.0
5,28,62239.0
6,28,63157.0
7,28,6629.0
8,28,70277.0
9,28,52683.0
10,28,37585.0
11,28,51916.0
12,28,33369.0
13,28,80626.0
14,28,6081.0
15,28,69522.0
16,28,46503.0
17,28,63739.0
18,28,17906.0
19,28,82138.0
20,28,43643.0
21,28,38870.0
22,28,95035.0
23,28,72914.0
0,29,29990.0
1,29,22766.0
2,29,80981.0
3,29,60357.0
4,29,6261.0
5,29,85221.0
6,29,59602.0
7,29,6622.0
8,29,82249.0
9,29,55763.0
10,29,6603.0
11,29,75956.0
12,29,179525.0
13,29,85876.0
14,29,71911.0
15,29,16171.0
16,29,72028.0
17,29,41887.0
18,29,46697.0
19,29,37362.0
20,29,50343.0
21,29,73911.0
22,29,68277.0
23,29,85926.0
0,30,58152.0
1,30,49834.0
2,30,45906.0
3,30,54001.0
4,30,65322.0
5,30,43945.0
6,30,38956.0
7,30,39210.0
8,30,40980.0
9,30,49282.0
10,30,58138.0
11,30,41901.0
12,30,39100.0
13,30,36982.0
14,30,36844.0
15,30,38682.0
16,30,55692.0
17,30,54113.0
18,30,37743.0
19,30,38725.0
20,30,38274.0
21,30,38078.0
22,30,46609.0
23,30,61615.0
0,31,62693.0
1,31,61172.0
2,31,172950.0
3,31,78357.0
4,31,57973.0
5,31,50570.0
6,31,43353.0
7,31,46479.0
8,31,48894.0
9,31,46826.0
10,31,46249.0
11,31,41240.0
12,31,47383.0
13,31,43527.0
14,31,39836.0
15,31,43127.0
16,31,40656.0
17,31,44114.0
18,31,42944.0
19,31,41394.0
20,31,42738.0
21,31,41264.0
22,31,38275.0
23,31,50762.0
0,32,67970.0
1,32,26780.0
2,32,67461.0
3,32,41013.0
4,32,41246.0
5,32,41086.0
6,32,61375.0
7,32,53829.0
8,32,40226.0
9,32,43574.0
10,32,39249.0
11,32,52112.0
12,32,63121.0
13,32,47200.0
14,32,43349.0
15,32,41525.0
16,32,41423.0
17,32,41429.0
18,32,42151.0
19,32,43840.0
20,32,192264.0
21,32,72702.0
22,32,60713.0
23,32,63560.0
0,33,49511.0
1,33,55078.0
2,33,48166.0
3,33,47472.0
4,33,47528.0
5,33,47993.0
6,33,46037.0
7,33,45276.0
8,33,44735.0
9,33,44657.0
10,33,43196.0
11,33,53318.0
12,33,44276.0
13,33,47463.0
14,33,42820.0
15,33,41754.0
16,33,49836.0
17,33,50688.0
18,33,46070.0
19,33,50092.0
20,33,46031.0
21,33,50424.0
22,33,24807.0
23,33,86395.0
0,34,65966.0
1,34,58429.0
2,34,57807.0
3,34,60842.0
4,34,55789.0
5,34,54273.0
6,34,27280.0
7,34,35544.0
8,34,52237.0
9,34,173096.0
10,34,83007.0
11,34,65328.0
12,34,58626.0
13,34,52483.0
14,34,42524.0
15,34,64895.0
16,34,55694.0
17,34,27861.0
18,34,35961.0
19,34,65540.0
20,34,51535.0
21,34,58467.0
22,34,56881.0
23,34,59129.0
0,35,67412.0
1,35,79600.0
2,35,42435.0
3,35,57266.0
4,35,58092.0
5,35,38430.0
6,35,71450.0
7,35,36630.0
8,35,42209.0
9,35,59159.0
10,35,38101.0
11,35,36932.0
12,35,39664.0
13,35,64930.0
14,35,63849.0
15,35,162559.0
16,35,87571.0
17,35,53396.0
18,35,198852.0
19,35,80787.0
20,35,83566.0
21,35,71154.0
22,35,82704.0
23,35,73030.0
0,36,7390.0
1,36,75921.0
2,36,184518.0
3,36,204278.0
4,36,69991.0
5,36,6560.0
6,36,6551.0
7,36,88785.0
8,36,65676.0
9,36,27179.0
10,36,42597.0
11,36,72895.0
12,36,68242.0
13,36,2367.0
14,36,2896.0
15,36,63918.0
16,36,67164.0
17,36,55305.0
18,36,8544.0
19,36,56820.0
20,36,57084.0
21,36,57675.0
22,36,109514.0
23,36,197051.0
0,37,38778.0
1,37,59973.0
2,37,6039.0
3,37,80261.0
4,37,68812.0
5,37,6549.0
6,37,70702.0
7,37,52777.0
8,37,22081.0
9,37,69782.0
10,37,30470.0
11,37,62631.0
12,37,58512.0
13,37,62677.0
14,37,59558.0
15,37,31302.0
16,37,35060.0
17,37,61329.0
18,37,19848.0
19,37,3195.0
