time_stamp,power_microwave
2011-04-25 23:00:00,84043.0
2011-04-26 00:00:00,98452.0
2011-04-26 01:00:00,3671.0
2011-04-26 02:00:00,3874.0
2011-04-26 03:00:00,3820.0
2011-04-26 04:00:00,3796.0
2011-04-26 05:00:00,3800.0
2011-04-26 06:00:00,3800.0
2011-04-26 07:00:00,3800.0
2011-04-26 08:00:00,3800.0
2011-04-26 09:00:00,3796.0
2011-04-26 10:00:00,3838.0
2011-04-26 11:00:00,181152.0
2011-04-26 12:00:00,46618.0
2011-04-26 13:00:00,3640.0
2011-04-26 14:00:00,73305.0
2011-04-26 15:00:00,3780.0
2011-04-26 16:00:00,3572.0
2011-04-26 17:00:00,3672.0
2011-04-26 18:00:00,3644.0
2011-04-26 19:00:00,3564.0
2011-04-26 20:00:00,3664.0
2011-04-26 21:00:00,3608.0
2011-04-26 22:00:00,3736.0
2011-04-26 23:00:00,74752.0
2011-04-27 00:00:00,3825.0
2011-04-27 01:00:00,74708.0
2011-04-27 02:00:00,3796.0
2011-04-27 03:00:00,3800.0
2011-04-27 04:00:00,3796.0
2011-04-27 05:00:00,3800.0
2011-04-27 06:00:00,3724.0
2011-04-27 07:00:00,3540.0
2011-04-27 08:00:00,3800.0
2011-04-27 09:00:00,3800.0
2011-04-27 10:00:00,3859.0
2011-04-27 11:00:00,99203.0
2011-04-27 12:00:00,37231.0
2011-04-27 13:00:00,3568.0
2011-04-27 14:00:00,3660.0
2011-04-27 15:00:00,3616.0
2011-04-27 16:00:00,3612.0
2011-04-27 17:00:00,3660.0
2011-04-27 18:00:00,3568.0
2011-04-27 19:00:00,3664.0
2011-04-27 20:00:00,3584.0
2011-04-27 21:00:00,3648.0
2011-04-27 22:00:00,3780.0
2011-04-27 23:00:00,3800.0
2011-04-28 00:00:00,3804.0
2011-04-28 01:00:00,74835.0
2011-04-28 02:00:00,3804.0
2011-04-28 03:00:00,3800.0
2011-04-28 04:00:00,3800.0
2011-04-28 05:00:00,3800.0
2011-04-28 06:00:00,3804.0
2011-04-28 07:00:00,3800.0
2011-04-28 08:00:00,3800.0
2011-04-28 09:00:00,3804.0
2011-04-28 10:00:00,50209.0
2011-04-28 11:00:00,27119.0
2011-04-28 12:00:00,35034.0
2011-04-28 13:00:00,3736.0
2011-04-28 14:00:00,3632.0
2011-04-28 15:00:00,3664.0
2011-04-28 16:00:00,3583.0
2011-04-28 17:00:00,3644.0
2011-04-28 18:00:00,3656.0
2011-04-28 19:00:00,3560.0
2011-04-28 20:00:00,3656.0
2011-04-28 21:00:00,3652.0
2011-04-28 22:00:00,3789.0
2011-04-28 23:00:00,4277.0
2011-04-29 00:00:00,73103.0
2011-04-29 01:00:00,3880.0
2011-04-29 02:00:00,3900.0
2011-04-29 03:00:00,4151.0
2011-04-29 04:00:00,3796.0
2011-04-29 05:00:00,3800.0
2011-04-29 06:00:00,3800.0
2011-04-29 07:00:00,3804.0
2011-04-29 08:00:00,3796.0
2011-04-29 09:00:00,3800.0
2011-04-29 10:00:00,104296.0
2011-04-29 11:00:00,3978.0
2011-04-29 12:00:00,100212.0
2011-04-29 13:00:00,3752.0
2011-04-29 14:00:00,3644.0
2011-04-29 15:00:00,3636.0
2011-04-29 16:00:00,3596.0
2011-04-29 17:00:00,3612.0
2011-04-29 18:00:00,3640.0
2011-04-29 19:00:00,3632.0
2011-04-29 20:00:00,3640.0
2011-04-29 21:00:00,3584.0
2011-04-29 22:00:00,3800.0
2011-04-29 23:00:00,72811.0
2011-04-30 00:00:00,3932.0
2011-04-30 01:00:00,3901.0
2011-04-30 02:00:00,4004.0
2011-04-30 03:00:00,3589.0
2011-04-30 04:00:00,3724.0
2011-04-30 05:00:00,3800.0
2011-04-30 06:00:00,3800.0
2011-04-30 07:00:00,3800.0
2011-04-30 08:00:00,3800.0
2011-04-30 09:00:00,3796.0
2011-04-30 10:00:00,3800.0
2011-04-30 11:00:00,51190.0
2011-04-30 12:00:00,60083.0
2011-04-30 13:00:00,39337.0
2011-04-30 14:00:00,3595.0
2011-04-30 15:00:00,25688.0
2011-04-30 16:00:00,142241.0
2011-04-30 17:00:00,32409.0
2011-04-30 18:00:00,3667.0
2011-04-30 19:00:00,3708.0
2011-04-30 20:00:00,25776.0
2011-04-30 21:00:00,34642.0
2011-04-30 22:00:00,3708.0
2011-04-30 23:00:00,128746.0
2011-05-01 00:00:00,3822.0
2011-05-01 01:00:00,3859.0
2011-05-01 02:00:00,3952.0
2011-05-01 03:00:00,3675.0
2011-05-01 04:00:00,3780.0
2011-05-01 05:00:00,3796.0
2011-05-01 06:00:00,3800.0
2011-05-01 07:00:00,3800.0
2011-05-01 08:00:00,3800.0
2011-05-01 09:00:00,3800.0
2011-05-01 10:00:00,92898.0
2011-05-01 11:00:00,4453.0
2011-05-01 12:00:00,4228.0
2011-05-01 13:00:00,50938.0
2011-05-01 14:00:00,27554.0
2011-05-01 15:00:00,3728.0
2011-05-01 16:00:00,27497.0
2011-05-01 17:00:00,27602.0
2011-05-01 18:00:00,3632.0
2011-05-01 19:00:00,3640.0
2011-05-01 20:00:00,3621.0
2011-05-01 21:00:00,108717.0
2011-05-01 22:00:00,8307.0
2011-05-01 23:00:00,3965.0
2011-05-02 00:00:00,3881.0
2011-05-02 01:00:00,3970.0
2011-05-02 02:00:00,76680.0
2011-05-02 03:00:00,3800.0
2011-05-02 04:00:00,3800.0
2011-05-02 05:00:00,3800.0
2011-05-02 06:00:00,3800.0
2011-05-02 07:00:00,3800.0
2011-05-02 08:00:00,3800.0
2011-05-02 09:00:00,3800.0
2011-05-02 10:00:00,3800.0
2011-05-02 11:00:00,26044.0
2011-05-02 12:00:00,3628.0
2011-05-02 13:00:00,3632.0
2011-05-02 14:00:00,3632.0
2011-05-02 15:00:00,3564.0
2011-05-02 16:00:00,3648.0
2011-05-02 17:00:00,3628.0
2011-05-02 18:00:00,3572.0
2011-05-02 19:00:00,3640.0
2011-05-02 20:00:00,3624.0
2011-05-02 21:00:00,3472.0
2011-05-02 22:00:00,3576.0
2011-05-02 23:00:00,3640.0
2011-05-03 00:00:00,70246.0
2011-05-03 01:00:00,3814.0
2011-05-03 02:00:00,3768.0
2011-05-03 03:00:00,3780.0
2011-05-03 04:00:00,3756.0
2011-05-03 05:00:00,3768.0
2011-05-03 06:00:00,3768.0
2011-05-03 07:00:00,3768.0
2011-05-03 08:00:00,3788.0
2011-05-03 09:00:00,48896.0
2011-05-03 10:00:00,4561.0
2011-05-03 11:00:00,3936.0
2011-05-03 12:00:00,3792.0
2011-05-03 13:00:00,3780.0
2011-05-03 14:00:00,3772.0
2011-05-03 15:00:00,3772.0
2011-05-03 16:00:00,3768.0
2011-05-03 17:00:00,3764.0
2011-05-03 18:00:00,3772.0
2011-05-03 19:00:00,3772.0
2011-05-03 20:00:00,3768.0
2011-05-03 21:00:00,1916.0
2011-05-03 22:00:00,
2011-05-03 23:00:00,
2011-05-04 00:00:00,
2011-05-04 01:00:00,
2011-05-04 02:00:00,
2011-05-04 03:00:00,
2011-05-04 04:00:00,
2011-05-04 05:00:00,
2011-05-04 06:00:00,
2011-05-04 07:00:00,
2011-05-04 08:00:00,
2011-05-04 09:00:00,
2011-05-04 10:00:00,
2011-05-04 11:00:00,
2011-05-04 12:00:00,
2011-05-04 13:00:00,
2011-05-04 14:00:00,
2011-05-04 15:00:00,
2011-05-04 16:00:00,
2011-05-04 17:00:00,
2011-05-04 18:00:00,
2011-05-04 19:00:00,
2011-05-04 20:00:00,
2011-05-04 21:00:00,
2011-05-04 22:00:00,
2011-05-04 23:00:00,
2011-05-05 00:00:00,
2011-05-05 01:00:00,
2011-05-05 02:00:00,
2011-05-05 03:00:00,
2011-05-05 04:00:00,
2011-05-05 05:00:00,
2011-05-05 06:00:00,
2011-05-05 07:00:00,
2011-05-05 08:00:00,
2011-05-05 09:00:00,
2011-05-05 10:00:00,
2011-05-05 11:00:00,
2011-05-05 12:00:00,
2011-05-05 13:00:00,
2011-05-05 14:00:00,
2011-05-05 15:00:00,
2011-05-05 16:00:00,
2011-05-05 17:00:00,
2011-05-05 18:00:00,
2011-05-05 19:00:00,
2011-05-05 20:00:00,
2011-05-05 21:00:00,
2011-05-05 22:00:00,
2011-05-05 23:00:00,
2011-05-06 00:00:00,
2011-05-06 01:00:00,
2011-05-06 02:00:00,
2011-05-06 03:00:00,
2011-05-06 04:00:00,
2011-05-06 05:00:00,
2011-05-06 06:00:00,
2011-05-06 07:00:00,
2011-05-06 08:00:00,
2011-05-06 09:00:00,
2011-05-06 10:00:00,
2011-05-06 11:00:00,
2011-05-06 12:00:00,
2011-05-06 13:00:00,
2011-05-06 14:00:00,484.0
2011-05-06 15:00:00,3800.0
2011-05-06 16:00:00,3796.0
2011-05-06 17:00:00,3800.0
2011-05-06 18:00:00,3796.0
2011-05-06 19:00:00,3796.0
2011-05-06 20:00:00,3796.0
2011-05-06 21:00:00,3800.0
2011-05-06 22:00:00,3796.0
2011-05-06 23:00:00,3800.0
2011-05-07 00:00:00,126884.0
2011-05-07 01:00:00,38338.0
2011-05-07 02:00:00,4079.0
2011-05-07 03:00:00,3796.0
2011-05-07 04:00:00,3800.0
2011-05-07 05:00:00,3752.0
2011-05-07 06:00:00,3612.0
2011-05-07 07:00:00,3804.0
2011-05-07 08:00:00,3800.0
2011-05-07 09:00:00,3801.0
2011-05-07 10:00:00,3800.0
2011-05-07 11:00:00,3796.0
2011-05-07 12:00:00,3732.0
2011-05-07 13:00:00,3584.0
2011-05-07 14:00:00,3700.0
2011-05-07 15:00:00,14696.0
2011-05-07 16:00:00,3588.0
2011-05-07 17:00:00,3632.0
2011-05-07 18:00:00,3632.0
2011-05-07 19:00:00,3632.0
2011-05-07 20:00:00,58222.0
2011-05-07 21:00:00,3921.0
2011-05-07 22:00:00,3910.0
2011-05-07 23:00:00,3962.0
2011-05-08 00:00:00,3834.0
2011-05-08 01:00:00,3859.0
2011-05-08 02:00:00,81925.0
2011-05-08 03:00:00,3800.0
2011-05-08 04:00:00,3800.0
2011-05-08 05:00:00,3800.0
2011-05-08 06:00:00,3800.0
2011-05-08 07:00:00,3796.0
2011-05-08 08:00:00,3800.0
2011-05-08 09:00:00,3796.0
2011-05-08 10:00:00,3780.0
2011-05-08 11:00:00,3806.0
2011-05-08 12:00:00,50603.0
2011-05-08 13:00:00,36997.0
2011-05-08 14:00:00,3939.0
2011-05-08 15:00:00,66045.0
2011-05-08 16:00:00,46861.0
2011-05-08 17:00:00,81604.0
2011-05-08 18:00:00,3632.0
2011-05-08 19:00:00,3636.0
2011-05-08 20:00:00,29089.0
2011-05-08 21:00:00,3640.0
2011-05-08 22:00:00,3577.0
2011-05-08 23:00:00,3901.0
2011-05-09 00:00:00,3753.0
2011-05-09 01:00:00,3857.0
2011-05-09 02:00:00,4148.0
2011-05-09 03:00:00,4191.0
2011-05-09 04:00:00,4018.0
2011-05-09 05:00:00,3800.0
2011-05-09 06:00:00,3796.0
2011-05-09 07:00:00,3800.0
2011-05-09 08:00:00,3800.0
2011-05-09 09:00:00,3726.0
2011-05-09 10:00:00,98104.0
2011-05-09 11:00:00,60801.0
2011-05-09 12:00:00,52372.0
2011-05-09 13:00:00,3648.0
2011-05-09 14:00:00,3632.0
2011-05-09 15:00:00,3568.0
2011-05-09 16:00:00,3636.0
2011-05-09 17:00:00,3632.0
2011-05-09 18:00:00,3632.0
2011-05-09 19:00:00,3624.0
2011-05-09 20:00:00,3612.0
2011-05-09 21:00:00,3592.0
2011-05-09 22:00:00,62875.0
2011-05-09 23:00:00,245873.0
2011-05-10 00:00:00,35385.0
2011-05-10 01:00:00,3702.0
2011-05-10 02:00:00,3820.0
2011-05-10 03:00:00,3799.0
2011-05-10 04:00:00,3800.0
2011-05-10 05:00:00,3800.0
2011-05-10 06:00:00,3796.0
2011-05-10 07:00:00,3800.0
2011-05-10 08:00:00,3800.0
2011-05-10 09:00:00,3737.0
2011-05-10 10:00:00,72666.0
2011-05-10 11:00:00,75437.0
2011-05-10 12:00:00,3568.0
2011-05-10 13:00:00,3748.0
2011-05-10 14:00:00,4500.0
2011-05-10 15:00:00,3572.0
2011-05-10 16:00:00,3656.0
2011-05-10 17:00:00,3417.0
2011-05-10 18:00:00,3620.0
2011-05-10 19:00:00,3656.0
2011-05-10 20:00:00,3568.0
2011-05-10 21:00:00,3648.0
2011-05-10 22:00:00,3644.0
2011-05-10 23:00:00,3572.0
2011-05-11 00:00:00,3783.0
2011-05-11 01:00:00,3799.0
2011-05-11 02:00:00,3800.0
2011-05-11 03:00:00,3800.0
2011-05-11 04:00:00,3800.0
2011-05-11 05:00:00,3796.0
2011-05-11 06:00:00,3800.0
2011-05-11 07:00:00,3556.0
2011-05-11 08:00:00,3800.0
2011-05-11 09:00:00,3800.0
2011-05-11 10:00:00,63920.0
2011-05-11 11:00:00,3999.0
2011-05-11 12:00:00,3837.0
2011-05-11 13:00:00,3804.0
2011-05-11 14:00:00,3804.0
2011-05-11 15:00:00,3804.0
2011-05-11 16:00:00,3796.0
2011-05-11 17:00:00,3796.0
2011-05-11 18:00:00,3800.0
2011-05-11 19:00:00,3804.0
2011-05-11 20:00:00,3804.0
2011-05-11 21:00:00,3800.0
2011-05-11 22:00:00,3800.0
2011-05-11 23:00:00,3811.0
2011-05-12 00:00:00,84851.0
2011-05-12 01:00:00,3851.0
2011-05-12 02:00:00,3800.0
2011-05-12 03:00:00,3800.0
2011-05-12 04:00:00,3800.0
2011-05-12 05:00:00,3800.0
2011-05-12 06:00:00,3800.0
2011-05-12 07:00:00,3804.0
2011-05-12 08:00:00,3796.0
2011-05-12 09:00:00,3800.0
2011-05-12 10:00:00,93387.0
2011-05-12 11:00:00,36665.0
2011-05-12 12:00:00,3620.0
2011-05-12 13:00:00,3628.0
2011-05-12 14:00:00,3632.0
2011-05-12 15:00:00,3580.0
2011-05-12 16:00:00,3608.0
2011-05-12 17:00:00,3584.0
2011-05-12 18:00:00,3624.0
2011-05-12 19:00:00,3624.0
2011-05-12 20:00:00,3628.0
2011-05-12 21:00:00,2920.0
2011-05-12 22:00:00,
2011-05-12 23:00:00,
2011-05-13 00:00:00,2732.0
2011-05-13 01:00:00,3731.0
2011-05-13 02:00:00,71999.0
2011-05-13 03:00:00,3800.0
2011-05-13 04:00:00,3800.0
2011-05-13 05:00:00,3804.0
2011-05-13 06:00:00,3800.0
2011-05-13 07:00:00,3800.0
2011-05-13 08:00:00,3800.0
2011-05-13 09:00:00,3800.0
2011-05-13 10:00:00,29072.0
2011-05-13 11:00:00,107069.0
2011-05-13 12:00:00,3644.0
2011-05-13 13:00:00,3644.0
2011-05-13 14:00:00,3604.0
2011-05-13 15:00:00,3616.0
2011-05-13 16:00:00,3644.0
2011-05-13 17:00:00,3620.0
2011-05-13 18:00:00,3600.0
2011-05-13 19:00:00,3652.0
2011-05-13 20:00:00,3624.0
2011-05-13 21:00:00,3600.0
2011-05-13 22:00:00,3871.0
2011-05-13 23:00:00,4180.0
2011-05-14 00:00:00,4035.0
2011-05-14 01:00:00,4010.0
2011-05-14 02:00:00,183835.0
2011-05-14 03:00:00,3712.0
2011-05-14 04:00:00,3800.0
2011-05-14 05:00:00,3800.0
2011-05-14 06:00:00,3796.0
2011-05-14 07:00:00,3801.0
2011-05-14 08:00:00,3800.0
2011-05-14 09:00:00,3804.0
2011-05-14 10:00:00,3800.0
2011-05-14 11:00:00,48976.0
2011-05-14 12:00:00,69178.0
2011-05-14 13:00:00,3691.0
2011-05-14 14:00:00,3670.0
2011-05-14 15:00:00,3644.0
2011-05-14 16:00:00,4474.0
2011-05-14 17:00:00,4318.0
2011-05-14 18:00:00,3628.0
2011-05-14 19:00:00,3606.0
2011-05-14 20:00:00,4135.0
2011-05-14 21:00:00,4051.0
2011-05-14 22:00:00,95413.0
2011-05-14 23:00:00,100240.0
2011-05-15 00:00:00,62825.0
2011-05-15 01:00:00,4068.0
2011-05-15 02:00:00,4414.0
2011-05-15 03:00:00,98347.0
2011-05-15 04:00:00,15696.0
2011-05-15 05:00:00,3804.0
2011-05-15 06:00:00,3796.0
2011-05-15 07:00:00,3800.0
2011-05-15 08:00:00,3800.0
2011-05-15 09:00:00,3800.0
2011-05-15 10:00:00,27742.0
2011-05-15 11:00:00,10792.0
2011-05-15 12:00:00,4098.0
2011-05-15 13:00:00,66025.0
2011-05-15 14:00:00,4007.0
2011-05-15 15:00:00,4157.0
2011-05-15 16:00:00,35744.0
2011-05-15 17:00:00,27222.0
2011-05-15 18:00:00,26387.0
2011-05-15 19:00:00,4131.0
2011-05-15 20:00:00,3970.0
2011-05-15 21:00:00,3896.0
2011-05-15 22:00:00,130301.0
2011-05-15 23:00:00,118840.0
2011-05-16 00:00:00,4040.0
2011-05-16 01:00:00,4100.0
2011-05-16 02:00:00,28960.0
2011-05-16 03:00:00,4393.0
2011-05-16 04:00:00,3734.0
2011-05-16 05:00:00,3800.0
2011-05-16 06:00:00,3800.0
2011-05-16 07:00:00,3800.0
2011-05-16 08:00:00,3804.0
2011-05-16 09:00:00,3800.0
2011-05-16 10:00:00,3800.0
2011-05-16 11:00:00,93322.0
2011-05-16 12:00:00,32735.0
2011-05-16 13:00:00,29798.0
2011-05-16 14:00:00,37052.0
2011-05-16 15:00:00,65091.0
2011-05-16 16:00:00,4790.0
2011-05-16 17:00:00,4606.0
2011-05-16 18:00:00,4624.0
2011-05-16 19:00:00,4484.0
2011-05-16 20:00:00,4435.0
2011-05-16 21:00:00,4181.0
2011-05-16 22:00:00,3946.0
2011-05-16 23:00:00,253074.0
2011-05-17 00:00:00,179576.0
2011-05-17 01:00:00,4131.0
2011-05-17 02:00:00,4577.0
2011-05-17 03:00:00,3800.0
2011-05-17 04:00:00,3800.0
2011-05-17 05:00:00,3800.0
2011-05-17 06:00:00,3800.0
2011-05-17 07:00:00,3800.0
2011-05-17 08:00:00,3800.0
2011-05-17 09:00:00,3800.0
2011-05-17 10:00:00,3796.0
2011-05-17 11:00:00,180523.0
2011-05-17 12:00:00,4596.0
2011-05-17 13:00:00,4522.0
2011-05-17 14:00:00,4512.0
2011-05-17 15:00:00,28734.0
2011-05-17 16:00:00,4494.0
2011-05-17 17:00:00,4515.0
2011-05-17 18:00:00,4708.0
2011-05-17 19:00:00,4564.0
2011-05-17 20:00:00,4492.0
2011-05-17 21:00:00,4408.0
2011-05-17 22:00:00,4301.0
2011-05-17 23:00:00,41417.0
2011-05-18 00:00:00,3811.0
2011-05-18 01:00:00,102834.0
2011-05-18 02:00:00,4466.0
2011-05-18 03:00:00,4395.0
2011-05-18 04:00:00,4633.0
2011-05-18 05:00:00,4724.0
2011-05-18 06:00:00,4706.0
2011-05-18 07:00:00,3720.0
2011-05-18 08:00:00,3776.0
2011-05-18 09:00:00,3800.0
2011-05-18 10:00:00,116953.0
2011-05-18 11:00:00,4140.0
2011-05-18 12:00:00,35203.0
2011-05-18 13:00:00,3616.0
2011-05-18 14:00:00,3612.0
2011-05-18 15:00:00,3616.0
2011-05-18 16:00:00,51938.0
2011-05-18 17:00:00,3620.0
2011-05-18 18:00:00,3616.0
2011-05-18 19:00:00,3612.0
2011-05-18 20:00:00,3604.0
2011-05-18 21:00:00,3608.0
2011-05-18 22:00:00,3712.0
2011-05-18 23:00:00,3722.0
2011-05-19 00:00:00,91338.0
2011-05-19 01:00:00,4216.0
2011-05-19 02:00:00,72468.0
2011-05-19 03:00:00,3967.0
2011-05-19 04:00:00,4048.0
2011-05-19 05:00:00,4126.0
2011-05-19 06:00:00,4194.0
2011-05-19 07:00:00,4231.0
2011-05-19 08:00:00,4205.0
2011-05-19 09:00:00,4062.0
2011-05-19 10:00:00,3985.0
2011-05-19 11:00:00,26261.0
2011-05-19 12:00:00,33459.0
2011-05-19 13:00:00,64594.0
2011-05-19 14:00:00,4149.0
2011-05-19 15:00:00,4166.0
2011-05-19 16:00:00,3615.0
2011-05-19 17:00:00,3612.0
2011-05-19 18:00:00,3780.0
2011-05-19 19:00:00,3909.0
2011-05-19 20:00:00,4350.0
2011-05-19 21:00:00,4411.0
2011-05-19 22:00:00,77845.0
2011-05-19 23:00:00,27395.0
2011-05-20 00:00:00,3897.0
2011-05-20 01:00:00,3991.0
2011-05-20 02:00:00,4273.0
2011-05-20 03:00:00,4520.0
2011-05-20 04:00:00,4619.0
2011-05-20 05:00:00,3800.0
2011-05-20 06:00:00,3804.0
2011-05-20 07:00:00,3800.0
2011-05-20 08:00:00,3792.0
2011-05-20 09:00:00,3804.0
2011-05-20 10:00:00,3800.0
2011-05-20 11:00:00,50792.0
2011-05-20 12:00:00,51989.0
2011-05-20 13:00:00,4564.0
2011-05-20 14:00:00,4426.0
2011-05-20 15:00:00,4086.0
2011-05-20 16:00:00,51421.0
2011-05-20 17:00:00,4274.0
2011-05-20 18:00:00,4441.0
2011-05-20 19:00:00,4381.0
2011-05-20 20:00:00,4360.0
2011-05-20 21:00:00,4354.0
2011-05-20 22:00:00,4346.0
2011-05-20 23:00:00,4252.0
2011-05-21 00:00:00,50075.0
2011-05-21 01:00:00,71691.0
2011-05-21 02:00:00,4149.0
2011-05-21 03:00:00,4366.0
2011-05-21 04:00:00,40499.0
2011-05-21 05:00:00,4021.0
2011-05-21 06:00:00,3800.0
2011-05-21 07:00:00,3800.0
2011-05-21 08:00:00,3796.0
2011-05-21 09:00:00,3801.0
2011-05-21 10:00:00,10524.0
2011-05-21 11:00:00,94938.0
