time_stamp,power_refrigerator
2011-04-22 23:00:00,28119.0
2011-04-23 00:00:00,49953.0
2011-04-23 01:00:00,26801.0
2011-04-23 02:00:00,49402.0
2011-04-23 03:00:00,54351.0
2011-04-23 04:00:00,46686.0
2011-04-23 05:00:00,38964.0
2011-04-23 06:00:00,30237.0
2011-04-23 07:00:00,35293.0
2011-04-23 08:00:00,49244.0
2011-04-23 09:00:00,45686.0
2011-04-23 10:00:00,49032.0
2011-04-23 11:00:00,44394.0
2011-04-23 12:00:00,33857.0
2011-04-23 13:00:00,17670.0
2011-04-23 14:00:00,50569.0
2011-04-23 15:00:00,47129.0
2011-04-23 16:00:00,76512.0
2011-04-23 17:00:00,42867.0
2011-04-23 18:00:00,64552.0
2011-04-23 19:00:00,44765.0
2011-04-23 20:00:00,63487.0
2011-04-23 21:00:00,187888.0
2011-04-23 22:00:00,65212.0
2011-04-23 23:00:00,58728.0
2011-04-24 00:00:00,27865.0
2011-04-24 01:00:00,76939.0
2011-04-24 02:00:00,5709.0
2011-04-24 03:00:00,74960.0
2011-04-24 04:00:00,37343.0
2011-04-24 05:00:00,44248.0
2011-04-24 06:00:00,72828.0
2011-04-24 07:00:00,6112.0
2011-04-24 08:00:00,70624.0
2011-04-24 09:00:00,6560.0
2011-04-24 10:00:00,69688.0
2011-04-24 11:00:00,41286.0
2011-04-24 12:00:00,44855.0
2011-04-24 13:00:00,74147.0
2011-04-24 14:00:00,5501.0
2011-04-24 15:00:00,82293.0
2011-04-24 16:00:00,70888.0
2011-04-24 17:00:00,47132.0
2011-04-24 18:00:00,92790.0
2011-04-24 19:00:00,61463.0
2011-04-24 20:00:00,103258.0
2011-04-24 21:00:00,6044.0
2011-04-24 22:00:00,103796.0
2011-04-24 23:00:00,6237.0
2011-04-25 00:00:00,101965.0
2011-04-25 01:00:00,6168.0
2011-04-25 02:00:00,88027.0
2011-04-25 03:00:00,39492.0
2011-04-25 04:00:00,44400.0
2011-04-25 05:00:00,75536.0
2011-04-25 06:00:00,6422.0
2011-04-25 07:00:00,72439.0
2011-04-25 08:00:00,118195.0
2011-04-25 09:00:00,157155.0
2011-04-25 10:00:00,16082.0
2011-04-25 11:00:00,75170.0
2011-04-25 12:00:00,67552.0
2011-04-25 13:00:00,5425.0
2011-04-25 14:00:00,74236.0
2011-04-25 15:00:00,63760.0
2011-04-25 16:00:00,14655.0
2011-04-25 17:00:00,70666.0
2011-04-25 18:00:00,57014.0
2011-04-25 19:00:00,76483.0
2011-04-25 20:00:00,28414.0
2011-04-25 21:00:00,41387.0
2011-04-25 22:00:00,30432.0
2011-04-25 23:00:00,59721.0
2011-04-26 00:00:00,66621.0
2011-04-26 01:00:00,31211.0
2011-04-26 02:00:00,40930.0
2011-04-26 03:00:00,64984.0
2011-04-26 04:00:00,32453.0
2011-04-26 05:00:00,39606.0
2011-04-26 06:00:00,62458.0
2011-04-26 07:00:00,18522.0
2011-04-26 08:00:00,50033.0
2011-04-26 09:00:00,59947.0
2011-04-26 10:00:00,40159.0
2011-04-26 11:00:00,83113.0
2011-04-26 12:00:00,75814.0
2011-04-26 13:00:00,5736.0
2011-04-26 14:00:00,91565.0
2011-04-26 15:00:00,62373.0
2011-04-26 16:00:00,5609.0
2011-04-26 17:00:00,85366.0
2011-04-26 18:00:00,63000.0
2011-04-26 19:00:00,5935.0
2011-04-26 20:00:00,81407.0
2011-04-26 21:00:00,51112.0
2011-04-26 22:00:00,177316.0
2011-04-26 23:00:00,39669.0
2011-04-27 00:00:00,78215.0
2011-04-27 01:00:00,5887.0
2011-04-27 02:00:00,77675.0
2011-04-27 03:00:00,37789.0
2011-04-27 04:00:00,42165.0
2011-04-27 05:00:00,73866.0
2011-04-27 06:00:00,6471.0
2011-04-27 07:00:00,60667.0
2011-04-27 08:00:00,6561.0
2011-04-27 09:00:00,69896.0
2011-04-27 10:00:00,46685.0
2011-04-27 11:00:00,29936.0
2011-04-27 12:00:00,69911.0
2011-04-27 13:00:00,5873.0
2011-04-27 14:00:00,75323.0
2011-04-27 15:00:00,46397.0
2011-04-27 16:00:00,32423.0
2011-04-27 17:00:00,74933.0
2011-04-27 18:00:00,5750.0
2011-04-27 19:00:00,77814.0
2011-04-27 20:00:00,18940.0
2011-04-27 21:00:00,65414.0
2011-04-27 22:00:00,79661.0
2011-04-27 23:00:00,5862.0
2011-04-28 00:00:00,78752.0
2011-04-28 01:00:00,38430.0
2011-04-28 02:00:00,44974.0
2011-04-28 03:00:00,75579.0
2011-04-28 04:00:00,6380.0
2011-04-28 05:00:00,74703.0
2011-04-28 06:00:00,60537.0
2011-04-28 07:00:00,22088.0
2011-04-28 08:00:00,74582.0
2011-04-28 09:00:00,15338.0
2011-04-28 10:00:00,72808.0
2011-04-28 11:00:00,52547.0
2011-04-28 12:00:00,59748.0
2011-04-28 13:00:00,190957.0
2011-04-28 14:00:00,48022.0
2011-04-28 15:00:00,76772.0
2011-04-28 16:00:00,19990.0
2011-04-28 17:00:00,59070.0
2011-04-28 18:00:00,73614.0
2011-04-28 19:00:00,6550.0
2011-04-28 20:00:00,69982.0
2011-04-28 21:00:00,71865.0
2011-04-28 22:00:00,34006.0
2011-04-28 23:00:00,54520.0
2011-04-29 00:00:00,84714.0
2011-04-29 01:00:00,76133.0
2011-04-29 02:00:00,5869.0
2011-04-29 03:00:00,85451.0
2011-04-29 04:00:00,71337.0
2011-04-29 05:00:00,20749.0
2011-04-29 06:00:00,57673.0
2011-04-29 07:00:00,70108.0
2011-04-29 08:00:00,36782.0
2011-04-29 09:00:00,40617.0
2011-04-29 10:00:00,67772.0
2011-04-29 11:00:00,40996.0
2011-04-29 12:00:00,40398.0
2011-04-29 13:00:00,46086.0
2011-04-29 14:00:00,63802.0
2011-04-29 15:00:00,60567.0
2011-04-29 16:00:00,29941.0
2011-04-29 17:00:00,36603.0
2011-04-29 18:00:00,60499.0
2011-04-29 19:00:00,60668.0
2011-04-29 20:00:00,62177.0
2011-04-29 21:00:00,7656.0
2011-04-29 22:00:00,62933.0
2011-04-29 23:00:00,65480.0
2011-04-30 00:00:00,76729.0
2011-04-30 01:00:00,185497.0
2011-04-30 02:00:00,27551.0
2011-04-30 03:00:00,75950.0
2011-04-30 04:00:00,66053.0
2011-04-30 05:00:00,6529.0
2011-04-30 06:00:00,67811.0
2011-04-30 07:00:00,65842.0
2011-04-30 08:00:00,6598.0
2011-04-30 09:00:00,63714.0
2011-04-30 10:00:00,62152.0
2011-04-30 11:00:00,73525.0
2011-04-30 12:00:00,6135.0
2011-04-30 13:00:00,75701.0
2011-04-30 14:00:00,47875.0
2011-04-30 15:00:00,24006.0
2011-04-30 16:00:00,66115.0
2011-04-30 17:00:00,50033.0
2011-04-30 18:00:00,62108.0
2011-04-30 19:00:00,53078.0
2011-04-30 20:00:00,72065.0
2011-04-30 21:00:00,8261.0
2011-04-30 22:00:00,61358.0
2011-04-30 23:00:00,71947.0
2011-05-01 00:00:00,62177.0
2011-05-01 01:00:00,17257.0
2011-05-01 02:00:00,49530.0
2011-05-01 03:00:00,56348.0
2011-05-01 04:00:00,58350.0
2011-05-01 05:00:00,31415.0
2011-05-01 06:00:00,32387.0
2011-05-01 07:00:00,57737.0
2011-05-01 08:00:00,54043.0
2011-05-01 09:00:00,50269.0
2011-05-01 10:00:00,47701.0
2011-05-01 11:00:00,21343.0
2011-05-01 12:00:00,76080.0
2011-05-01 13:00:00,14334.0
2011-05-01 14:00:00,59851.0
2011-05-01 15:00:00,185513.0
2011-05-01 16:00:00,67119.0
2011-05-01 17:00:00,64952.0
2011-05-01 18:00:00,56749.0
2011-05-01 19:00:00,62811.0
2011-05-01 20:00:00,58994.0
2011-05-01 21:00:00,22011.0
2011-05-01 22:00:00,47360.0
2011-05-01 23:00:00,64994.0
2011-05-02 00:00:00,5854.0
2011-05-02 01:00:00,63117.0
2011-05-02 02:00:00,62329.0
2011-05-02 03:00:00,15882.0
2011-05-02 04:00:00,52383.0
2011-05-02 05:00:00,61077.0
2011-05-02 06:00:00,32759.0
2011-05-02 07:00:00,32550.0
2011-05-02 08:00:00,61158.0
2011-05-02 09:00:00,46067.0
2011-05-02 10:00:00,6402.0
2011-05-02 11:00:00,66197.0
2011-05-02 12:00:00,47812.0
2011-05-02 13:00:00,60416.0
2011-05-02 14:00:00,50862.0
2011-05-02 15:00:00,5846.0
2011-05-02 16:00:00,66707.0
2011-05-02 17:00:00,50881.0
2011-05-02 18:00:00,10812.0
2011-05-02 19:00:00,61061.0
2011-05-02 20:00:00,54130.0
2011-05-02 21:00:00,62004.0
2011-05-02 22:00:00,10050.0
2011-05-02 23:00:00,60243.0
2011-05-03 00:00:00,68648.0
2011-05-03 01:00:00,5986.0
2011-05-03 02:00:00,64221.0
2011-05-03 03:00:00,64973.0
2011-05-03 04:00:00,6527.0
2011-05-03 05:00:00,64888.0
2011-05-03 06:00:00,57104.0
2011-05-03 07:00:00,17366.0
2011-05-03 08:00:00,190655.0
2011-05-03 09:00:00,70389.0
2011-05-03 10:00:00,61640.0
2011-05-03 11:00:00,57697.0
2011-05-03 12:00:00,41055.0
2011-05-03 13:00:00,21071.0
2011-05-03 14:00:00,57402.0
2011-05-03 15:00:00,57023.0
2011-05-03 16:00:00,58356.0
2011-05-03 17:00:00,20834.0
2011-05-03 18:00:00,43005.0
2011-05-03 19:00:00,59075.0
2011-05-03 20:00:00,59104.0
2011-05-03 21:00:00,3294.0
2011-05-03 22:00:00,
2011-05-03 23:00:00,
2011-05-04 00:00:00,
2011-05-04 01:00:00,
2011-05-04 02:00:00,
2011-05-04 03:00:00,
2011-05-04 04:00:00,
2011-05-04 05:00:00,
2011-05-04 06:00:00,
2011-05-04 07:00:00,
2011-05-04 08:00:00,
2011-05-04 09:00:00,
2011-05-04 10:00:00,
2011-05-04 11:00:00,
2011-05-04 12:00:00,
2011-05-04 13:00:00,
2011-05-04 14:00:00,
2011-05-04 15:00:00,
2011-05-04 16:00:00,
2011-05-04 17:00:00,
2011-05-04 18:00:00,
2011-05-04 19:00:00,
2011-05-04 20:00:00,
2011-05-04 21:00:00,
2011-05-04 22:00:00,
2011-05-04 23:00:00,
2011-05-05 00:00:00,
2011-05-05 01:00:00,
2011-05-05 02:00:00,
2011-05-05 03:00:00,
2011-05-05 04:00:00,
2011-05-05 05:00:00,
2011-05-05 06:00:00,
2011-05-05 07:00:00,
2011-05-05 08:00:00,
2011-05-05 09:00:00,
2011-05-05 10:00:00,
2011-05-05 11:00:00,
2011-05-05 12:00:00,
2011-05-05 13:00:00,
2011-05-05 14:00:00,
2011-05-05 15:00:00,
2011-05-05 16:00:00,
2011-05-05 17:00:00,
2011-05-05 18:00:00,
2011-05-05 19:00:00,
2011-05-05 20:00:00,
2011-05-05 21:00:00,
2011-05-05 22:00:00,
2011-05-05 23:00:00,
2011-05-06 00:00:00,
2011-05-06 01:00:00,
2011-05-06 02:00:00,
2011-05-06 03:00:00,
2011-05-06 04:00:00,
2011-05-06 05:00:00,
2011-05-06 06:00:00,
2011-05-06 07:00:00,
2011-05-06 08:00:00,
2011-05-06 09:00:00,
2011-05-06 10:00:00,
2011-05-06 11:00:00,
2011-05-06 12:00:00,
2011-05-06 13:00:00,
2011-05-06 14:00:00,798.0
2011-05-06 15:00:00,26488.0
2011-05-06 16:00:00,63308.0
2011-05-06 17:00:00,15828.0
2011-05-06 18:00:00,53245.0
2011-05-06 19:00:00,48691.0
2011-05-06 20:00:00,133657.0
2011-05-06 21:00:00,116206.0
2011-05-06 22:00:00,63256.0
2011-05-06 23:00:00,34437.0
2011-05-07 00:00:00,72384.0
2011-05-07 01:00:00,8685.0
2011-05-07 02:00:00,57579.0
2011-05-07 03:00:00,57151.0
2011-05-07 04:00:00,56540.0
2011-05-07 05:00:00,45814.0
2011-05-07 06:00:00,13990.0
2011-05-07 07:00:00,54130.0
2011-05-07 08:00:00,53909.0
2011-05-07 09:00:00,52781.0
2011-05-07 10:00:00,40897.0
2011-05-07 11:00:00,28295.0
2011-05-07 12:00:00,43347.0
2011-05-07 13:00:00,53739.0
2011-05-07 14:00:00,51012.0
2011-05-07 15:00:00,63172.0
2011-05-07 16:00:00,20318.0
2011-05-07 17:00:00,41141.0
2011-05-07 18:00:00,54645.0
2011-05-07 19:00:00,56694.0
2011-05-07 20:00:00,55779.0
2011-05-07 21:00:00,5995.0
2011-05-07 22:00:00,55053.0
2011-05-07 23:00:00,53322.0
2011-05-08 00:00:00,54200.0
2011-05-08 01:00:00,52628.0
2011-05-08 02:00:00,48092.0
2011-05-08 03:00:00,6120.0
2011-05-08 04:00:00,59067.0
2011-05-08 05:00:00,53815.0
2011-05-08 06:00:00,54197.0
2011-05-08 07:00:00,50493.0
2011-05-08 08:00:00,6578.0
2011-05-08 09:00:00,53434.0
2011-05-08 10:00:00,47163.0
2011-05-08 11:00:00,57830.0
2011-05-08 12:00:00,54320.0
2011-05-08 13:00:00,138777.0
2011-05-08 14:00:00,106790.0
2011-05-08 15:00:00,57833.0
2011-05-08 16:00:00,38298.0
2011-05-08 17:00:00,39921.0
2011-05-08 18:00:00,59083.0
2011-05-08 19:00:00,58660.0
2011-05-08 20:00:00,45265.0
2011-05-08 21:00:00,58346.0
2011-05-08 22:00:00,16150.0
2011-05-08 23:00:00,46239.0
2011-05-09 00:00:00,96110.0
2011-05-09 01:00:00,55114.0
2011-05-09 02:00:00,52145.0
2011-05-09 03:00:00,27469.0
2011-05-09 04:00:00,66744.0
2011-05-09 05:00:00,66769.0
2011-05-09 06:00:00,52479.0
2011-05-09 07:00:00,10573.0
2011-05-09 08:00:00,64557.0
2011-05-09 09:00:00,54602.0
2011-05-09 10:00:00,31611.0
2011-05-09 11:00:00,48574.0
2011-05-09 12:00:00,43555.0
2011-05-09 13:00:00,62047.0
2011-05-09 14:00:00,53984.0
2011-05-09 15:00:00,5568.0
2011-05-09 16:00:00,59684.0
2011-05-09 17:00:00,53315.0
2011-05-09 18:00:00,57982.0
2011-05-09 19:00:00,53028.0
2011-05-09 20:00:00,35080.0
2011-05-09 21:00:00,27566.0
2011-05-09 22:00:00,60812.0
2011-05-09 23:00:00,118495.0
2011-05-10 00:00:00,102889.0
2011-05-10 01:00:00,188661.0
2011-05-10 02:00:00,79873.0
2011-05-10 03:00:00,79477.0
2011-05-10 04:00:00,71790.0
2011-05-10 05:00:00,58382.0
2011-05-10 06:00:00,16710.0
2011-05-10 07:00:00,69559.0
2011-05-10 08:00:00,68842.0
2011-05-10 09:00:00,6544.0
2011-05-10 10:00:00,71371.0
2011-05-10 11:00:00,80756.0
2011-05-10 12:00:00,5796.0
2011-05-10 13:00:00,70979.0
2011-05-10 14:00:00,71841.0
2011-05-10 15:00:00,6445.0
2011-05-10 16:00:00,70551.0
2011-05-10 17:00:00,37210.0
2011-05-10 18:00:00,38115.0
2011-05-10 19:00:00,69386.0
2011-05-10 20:00:00,5988.0
2011-05-10 21:00:00,70021.0
2011-05-10 22:00:00,66238.0
2011-05-10 23:00:00,10285.0
2011-05-11 00:00:00,70593.0
2011-05-11 01:00:00,27377.0
2011-05-11 02:00:00,49485.0
2011-05-11 03:00:00,69673.0
2011-05-11 04:00:00,6488.0
2011-05-11 05:00:00,69135.0
2011-05-11 06:00:00,54020.0
2011-05-11 07:00:00,20330.0
2011-05-11 08:00:00,67012.0
2011-05-11 09:00:00,15257.0
2011-05-11 10:00:00,59207.0
2011-05-11 11:00:00,55801.0
2011-05-11 12:00:00,49924.0
2011-05-11 13:00:00,10201.0
2011-05-11 14:00:00,185930.0
2011-05-11 15:00:00,57663.0
2011-05-11 16:00:00,59696.0
2011-05-11 17:00:00,53548.0
2011-05-11 18:00:00,52569.0
2011-05-11 19:00:00,18729.0
2011-05-11 20:00:00,43122.0
2011-05-11 21:00:00,52613.0
2011-05-11 22:00:00,54322.0
2011-05-11 23:00:00,52186.0
2011-05-12 00:00:00,46590.0
2011-05-12 01:00:00,34258.0
2011-05-12 02:00:00,30403.0
2011-05-12 03:00:00,53262.0
2011-05-12 04:00:00,53737.0
2011-05-12 05:00:00,54271.0
2011-05-12 06:00:00,21642.0
2011-05-12 07:00:00,39259.0
2011-05-12 08:00:00,52743.0
2011-05-12 09:00:00,52653.0
2011-05-12 10:00:00,57354.0
2011-05-12 11:00:00,12822.0
2011-05-12 12:00:00,43966.0
2011-05-12 13:00:00,50772.0
2011-05-12 14:00:00,50028.0
2011-05-12 15:00:00,50199.0
2011-05-12 16:00:00,37197.0
2011-05-12 17:00:00,19091.0
2011-05-12 18:00:00,52898.0
2011-05-12 19:00:00,51358.0
2011-05-12 20:00:00,51670.0
2011-05-12 21:00:00,35794.0
2011-05-12 22:00:00,
2011-05-12 23:00:00,
2011-05-13 00:00:00,20182.0
2011-05-13 01:00:00,51182.0
2011-05-13 02:00:00,52551.0
2011-05-13 03:00:00,52811.0
2011-05-13 04:00:00,22393.0
2011-05-13 05:00:00,35763.0
2011-05-13 06:00:00,51093.0
2011-05-13 07:00:00,50616.0
2011-05-13 08:00:00,134120.0
2011-05-13 09:00:00,106108.0
2011-05-13 10:00:00,38825.0
2011-05-13 11:00:00,48903.0
2011-05-13 12:00:00,63397.0
2011-05-13 13:00:00,62006.0
2011-05-13 14:00:00,31779.0
2011-05-13 15:00:00,38270.0
2011-05-13 16:00:00,63615.0
2011-05-13 17:00:00,46270.0
2011-05-13 18:00:00,25862.0
2011-05-13 19:00:00,67378.0
2011-05-13 20:00:00,46527.0
2011-05-13 21:00:00,26796.0
2011-05-13 22:00:00,67939.0
2011-05-13 23:00:00,36775.0
2011-05-14 00:00:00,36932.0
2011-05-14 01:00:00,66146.0
2011-05-14 02:00:00,62739.0
2011-05-14 03:00:00,6023.0
2011-05-14 04:00:00,66410.0
2011-05-14 05:00:00,65683.0
2011-05-14 06:00:00,7305.0
2011-05-14 07:00:00,65604.0
2011-05-14 08:00:00,48631.0
2011-05-14 09:00:00,22783.0
2011-05-14 10:00:00,62779.0
2011-05-14 11:00:00,54865.0
2011-05-14 12:00:00,44095.0
2011-05-14 13:00:00,24704.0
2011-05-14 14:00:00,18553.0
2011-05-14 15:00:00,59604.0
2011-05-14 16:00:00,110313.0
2011-05-14 17:00:00,63580.0
2011-05-14 18:00:00,56124.0
2011-05-14 19:00:00,21590.0
2011-05-14 20:00:00,54732.0
2011-05-14 21:00:00,11768.0
2011-05-14 22:00:00,85983.0
2011-05-14 23:00:00,190116.0
2011-05-15 00:00:00,52234.0
2011-05-15 01:00:00,64543.0
2011-05-15 02:00:00,14661.0
2011-05-15 03:00:00,65933.0
2011-05-15 04:00:00,18203.0
2011-05-15 05:00:00,62239.0
2011-05-15 06:00:00,63157.0
2011-05-15 07:00:00,6629.0
2011-05-15 08:00:00,70277.0
2011-05-15 09:00:00,52683.0
2011-05-15 10:00:00,37585.0
2011-05-15 11:00:00,51916.0
2011-05-15 12:00:00,33369.0
2011-05-15 13:00:00,80626.0
2011-05-15 14:00:00,6081.0
2011-05-15 15:00:00,69522.0
2011-05-15 16:00:00,46503.0
2011-05-15 17:00:00,63739.0
2011-05-15 18:00:00,17906.0
2011-05-15 19:00:00,82138.0
2011-05-15 20:00:00,43643.0
2011-05-15 21:00:00,38870.0
2011-05-15 22:00:00,95035.0
2011-05-15 23:00:00,72914.0
2011-05-16 00:00:00,29990.0
2011-05-16 01:00:00,22766.0
2011-05-16 02:00:00,80981.0
2011-05-16 03:00:00,60357.0
2011-05-16 04:00:00,6261.0
2011-05-16 05:00:00,85221.0
2011-05-16 06:00:00,59602.0
2011-05-16 07:00:00,6622.0
2011-05-16 08:00:00,82249.0
2011-05-16 09:00:00,55763.0
2011-05-16 10:00:00,6603.0
2011-05-16 11:00:00,75956.0
2011-05-16 12:00:00,179525.0
2011-05-16 13:00:00,85876.0
2011-05-16 14:00:00,71911.0
2011-05-16 15:00:00,16171.0
2011-05-16 16:00:00,72028.0
2011-05-16 17:00:00,41887.0
2011-05-16 18:00:00,46697.0
2011-05-16 19:00:00,37362.0
2011-05-16 20:00:00,50343.0
2011-05-16 21:00:00,73911.0
2011-05-16 22:00:00,68277.0
2011-05-16 23:00:00,85926.0
2011-05-17 00:00:00,58152.0
2011-05-17 01:00:00,49834.0
2011-05-17 02:00:00,45906.0
2011-05-17 03:00:00,54001.0
2011-05-17 04:00:00,65322.0
2011-05-17 05:00:00,43945.0
2011-05-17 06:00:00,38956.0
2011-05-17 07:00:00,39210.0
2011-05-17 08:00:00,40980.0
2011-05-17 09:00:00,49282.0
2011-05-17 10:00:00,58138.0
2011-05-17 11:00:00,41901.0
2011-05-17 12:00:00,39100.0
2011-05-17 13:00:00,36982.0
2011-05-17 14:00:00,36844.0
2011-05-17 15:00:00,38682.0
2011-05-17 16:00:00,55692.0
2011-05-17 17:00:00,54113.0
2011-05-17 18:00:00,37743.0
2011-05-17 19:00:00,38725.0
2011-05-17 20:00:00,38274.0
2011-05-17 21:00:00,38078.0
2011-05-17 22:00:00,46609.0
2011-05-17 23:00:00,61615.0
2011-05-18 00:00:00,62693.0
2011-05-18 01:00:00,61172.0
2011-05-18 02:00:00,172950.0
2011-05-18 03:00:00,78357.0
2011-05-18 04:00:00,57973.0
2011-05-18 05:00:00,50570.0
2011-05-18 06:00:00,43353.0
2011-05-18 07:00:00,46479.0
2011-05-18 08:00:00,48894.0
2011-05-18 09:00:00,46826.0
2011-05-18 10:00:00,46249.0
2011-05-18 11:00:00,41240.0
2011-05-18 12:00:00,47383.0
2011-05-18 13:00:00,43527.0
2011-05-18 14:00:00,39836.0
2011-05-18 15:00:00,43127.0
2011-05-18 16:00:00,40656.0
2011-05-18 17:00:00,44114.0
2011-05-18 18:00:00,42944.0
2011-05-18 19:00:00,41394.0
2011-05-18 20:00:00,42738.0
2011-05-18 21:00:00,41264.0
2011-05-18 22:00:00,38275.0
2011-05-18 23:00:00,50762.0
2011-05-19 00:00:00,67970.0
2011-05-19 01:00:00,26780.0
2011-05-19 02:00:00,67461.0
2011-05-19 03:00:00,41013.0
2011-05-19 04:00:00,41246.0
2011-05-19 05:00:00,41086.0
2011-05-19 06:00:00,61375.0
2011-05-19 07:00:00,53829.0
2011-05-19 08:00:00,40226.0
2011-05-19 09:00:00,43574.0
2011-05-19 10:00:00,39249.0
2011-05-19 11:00:00,52112.0
2011-05-19 12:00:00,63121.0
2011-05-19 13:00:00,47200.0
2011-05-19 14:00:00,43349.0
2011-05-19 15:00:00,41525.0
2011-05-19 16:00:00,41423.0
2011-05-19 17:00:00,41429.0
2011-05-19 18:00:00,42151.0
2011-05-19 19:00:00,43840.0
2011-05-19 20:00:00,192264.0
2011-05-19 21:00:00,72702.0
2011-05-19 22:00:00,60713.0
2011-05-19 23:00:00,63560.0
2011-05-20 00:00:00,49511.0
2011-05-20 01:00:00,55078.0
2011-05-20 02:00:00,48166.0
2011-05-20 03:00:00,47472.0
2011-05-20 04:00:00,47528.0
2011-05-20 05:00:00,47993.0
2011-05-20 06:00:00,46037.0
2011-05-20 07:00:00,45276.0
2011-05-20 08:00:00,44735.0
2011-05-20 09:00:00,44657.0
2011-05-20 10:00:00,43196.0
2011-05-20 11:00:00,53318.0
2011-05-20 12:00:00,44276.0
2011-05-20 13:00:00,47463.0
2011-05-20 14:00:00,42820.0
2011-05-20 15:00:00,41754.0
2011-05-20 16:00:00,49836.0
2011-05-20 17:00:00,50688.0
2011-05-20 18:00:00,46070.0
2011-05-20 19:00:00,50092.0
2011-05-20 20:00:00,46031.0
2011-05-20 21:00:00,50424.0
2011-05-20 22:00:00,24807.0
2011-05-20 23:00:00,86395.0
2011-05-21 00:00:00,65966.0
2011-05-21 01:00:00,58429.0
2011-05-21 02:00:00,57807.0
2011-05-21 03:00:00,60842.0
2011-05-21 04:00:00,55789.0
2011-05-21 05:00:00,54273.0
2011-05-21 06:00:00,27280.0
2011-05-21 07:00:00,35544.0
2011-05-21 08:00:00,52237.0
2011-05-21 09:00:00,173096.0
2011-05-21 10:00:00,83007.0
2011-05-21 11:00:00,65328.0
