day	hour	value
11	20	31
11	21	2
11	22	58
11	23	18
11	24	16
12	1	12
12	2	30
12	3	30
12	4	13
12	5	5
12	6	24
12	7	24
12	8	27
12	9	5
12	10	16
12	11	23
12	12	112
12	13	487
12	14	1
12	15	462863
12	16	563353
12	17	84387
12	18	31
12	19	38
12	20	0
12	21	19
12	22	27
12	23	33
12	24	1
13	1	11
13	2	12
13	3	268
13	4	643
13	5	200
13	6	267
13	7	72
13	8	102
13	9	144
13	10	30
13	11	148
13	12	82
13	13	28
13	14	139710
13	15	713301
13	16	213977
13	17	19
13	18	5
13	19	39
13	20	17
13	21	24
13	22	63
13	23	32
13	24	83
14	1	2
14	2	104
14	3	651
14	4	38
14	5	58
14	6	48
14	7	68
14	8	69
14	9	125
14	10	59
14	11	66
14	12	0
14	13	54
14	14	94
14	15	24
14	16	33
14	17	56
14	18	28
14	19	10
14	20	42
14	21	29
14	22	0
14	23	56
14	24	31
15	1	50
15	2	41
15	3	0
15	4	76
15	5	55
15	6	11
15	7	47
15	8	52
15	9	71
15	10	2
15	11	69
15	12	67
15	13	0
15	14	71
15	15	58
15	16	0
15	17	62
15	18	52
15	19	23
15	20	582
15	21	45
15	22	52
15	23	320076
15	24	456017
16	1	169465
16	2	28
16	3	26
16	4	33
16	5	13
16	6	15
16	7	29
16	8	28
16	9	1
16	10	
16	11	
16	12	
16	13	
16	14	
16	15	
16	16	
16	17	
16	18	
16	19	
16	20	
16	21	
16	22	
16	23	
16	24	
17	1	
17	2	
17	3	
17	4	
17	5	
17	6	
17	7	
17	8	
17	9	
17	10	
17	11	
17	12	
17	13	
17	14	
17	15	
17	16	
17	17	
17	18	
17	19	
17	20	
17	21	
17	22	
17	23	
17	24	
18	1	
18	2	
18	3	
18	4	
18	5	
18	6	
18	7	
18	8	
18	9	
18	10	
18	11	
18	12	
18	13	
18	14	
18	15	
18	16	
18	17	
18	18	
18	19	
18	20	
18	21	
18	22	
18	23	
18	24	
19	1	
19	2	0
19	3	19
19	4	19
19	5	1
19	6	20
19	7	22
19	8	479
19	9	95
19	10	31
19	11	18
19	12	23
19	13	9
19	14	11
19	15	20
19	16	18
19	17	12
19	18	1
19	19	20
19	20	14
19	21	19
19	22	15
19	23	10
19	24	4
20	1	19
20	2	212
20	3	138
20	4	12
20	5	6
20	6	27
20	7	27
20	8	31
20	9	1
20	10	37
20	11	26
20	12	40
20	13	27
20	14	19
20	15	0
20	16	25
20	17	31
20	18	27
20	19	25
20	20	1
20	21	24
20	22	13
20	23	44
20	24	84
21	1	524
21	2	324
21	3	62
21	4	343
21	5	67
21	6	37
21	7	27
21	8	28
21	9	35
21	10	25
21	11	32
21	12	194908
21	13	691264
21	14	230687
21	15	2
21	16	17
21	17	29
21	18	24
21	19	2
21	20	24
21	21	21
21	22	51
21	23	59
21	24	53
22	1	103
22	2	68
22	3	0
22	4	107
22	5	75
22	6	86
22	7	78
22	8	69
22	9	28
22	10	91
22	11	264
22	12	167910
22	13	679134
22	14	189703
22	15	21
22	16	17
22	17	20
22	18	2
22	19	14
22	20	16
22	21	3
22	22	52
22	23	93
22	24	0
23	1	71
23	2	39
23	3	0
23	4	27
23	5	26
23	6	5
23	7	22
23	8	0
23	9	32
23	10	26
23	11	1
23	12	37
23	13	16
23	14	8
23	15	28
23	16	0
23	17	20
23	18	19
23	19	3
23	20	33
23	21	11
23	22	22
23	23	19
23	24	17
24	1	1
24	2	549
24	3	6
24	4	14
24	5	17
24	6	13
24	7	21
24	8	4
24	9	17
24	10	34
24	11	14
24	12	20
24	13	15
24	14	8
24	15	17
24	16	23
24	17	25
24	18	29
24	19	2
24	20	16
24	21	22
24	22	43
24	23	10
24	24	8
25	1	13
25	2	15
25	3	14
25	4	10
25	5	5
25	6	31
25	7	14
25	8	22
25	9	18
25	10	
25	11	
25	12	2
25	13	16
25	14	46
25	15	27
25	16	16
25	17	7
25	18	17
25	19	32
25	20	484
25	21	55
25	22	17
25	23	32
25	24	26
26	1	20
26	2	16
26	3	3
26	4	14
26	5	18
26	6	2
26	7	24
26	8	20
26	9	0
26	10	20
26	11	8
26	12	2
26	13	13
26	14	339
26	15	152
26	16	31
26	17	15
26	18	0
26	19	15
26	20	17
26	21	3
26	22	9
26	23	30
26	24	85
27	1	3
27	2	29
27	3	13
27	4	73
27	5	12
27	6	116
27	7	19
27	8	11
27	9	10
27	10	39
27	11	548
27	12	371455
27	13	609464
27	14	91247
27	15	22
27	16	10
27	17	12
27	18	65
27	19	3
27	20	19
27	21	16
27	22	27
27	23	83
27	24	41
28	1	96
28	2	0
28	3	131
28	4	68
28	5	95
28	6	46
28	7	128
28	8	47
28	9	97
28	10	222
28	11	287
28	12	27
28	13	151
28	14	542356
28	15	329248
28	16	400828
28	17	43
28	18	26
28	19	0
28	20	52
28	21	25
28	22	1
28	23	78
28	24	648
29	1	75
29	2	201
29	3	72
29	4	34
29	5	46
29	6	15
29	7	39
29	8	15
29	9	476786
29	10	573212
29	11	84690
29	12	54
29	13	43
29	14	52
29	15	57
29	16	63
29	17	53
29	18	39
29	19	46
29	20	60
29	21	60
29	22	37
29	23	29
29	24	33
30	1	28
30	2	25
30	3	24
30	4	54
30	5	53
30	6	28
30	7	41
30	8	39
30	9	35
30	10	57
30	11	302
30	12	327
30	13	105
30	14	684
30	15	108
30	16	73
30	17	73
30	18	520
30	19	480001
30	20	310139
30	21	38
30	22	22
30	23	36
30	24	78
31	1	49
31	2	42
31	3	51
31	4	49
31	5	56
31	6	57
31	7	37
31	8	56
31	9	44
31	10	34
31	11	62
31	12	65
31	13	27
31	14	82
31	15	38
31	16	45
31	17	52
31	18	88
31	19	55
31	20	44
31	21	52
31	22	45
31	23	45
31	24	111
32	1	40
32	2	61
32	3	78
32	4	54
32	5	59
32	6	47
32	7	63
32	8	651
32	9	73
32	10	58
32	11	57
32	12	53
32	13	58
32	14	44
32	15	59
32	16	58
32	17	55
32	18	53
32	19	44
32	20	48
32	21	51
32	22	54
32	23	63
32	24	35
33	1	52
33	2	31
33	3	84
33	4	44
33	5	32
33	6	30
33	7	70
33	8	54
33	9	88
33	10	59
33	11	153
33	12	267622
33	13	148269
33	14	22
33	15	26
33	16	91
33	17	46
33	18	21
33	19	8
33	20	34
33	21	577
33	22	42
33	23	30
33	24	99
34	1	65
34	2	50
34	3	94
34	4	95
34	5	47
34	6	31
34	7	112
34	8	63
34	9	68
34	10	81
34	11	92
34	12	117
34	13	104
34	14	51
34	15	77
34	16	69
34	17	48
34	18	119
34	19	45
34	20	69
34	21	79
34	22	192
34	23	115526
34	24	714493
35	1	341160
35	2	176
35	3	157
35	4	218
35	5	59
35	6	636
35	7	38
35	8	219
35	9	54
35	10	96
35	11	147181
35	12	693167
35	13	225389
35	14	510
35	15	482
35	16	43
35	17	0
35	18	5
35	19	25
35	20	21
35	21	14
35	22	6
35	23	43
35	24	41
36	1	0
36	2	0
36	3	68
36	4	66
36	5	20
36	6	0
36	7	34
36	8	23
36	9	27
36	10	351
36	11	405
36	12	25
36	13	21
36	14	260994
36	15	703630
36	16	171236
36	17	0
36	18	18
36	19	25
36	20	0
36	21	38
36	22	25
36	23	76
36	24	91
37	1	63
37	2	70
37	3	45
37	4	24
37	5	72
37	6	40
37	7	5
37	8	
37	9	
37	10	
37	11	
37	12	
37	13	
37	14	
37	15	
37	16	
37	17	
37	18	
37	19	
37	20	
37	21	
37	22	
37	23	
37	24	
