day	hour	value
21	1	52628
21	2	48092
21	3	6120
21	4	59067
21	5	53815
21	6	54197
21	7	50493
21	8	6578
21	9	53434
21	10	47163
21	11	57830
21	12	54320
21	13	138777
21	14	106790
21	15	57833
21	16	38298
21	17	39921
21	18	59083
21	19	58660
21	20	45265
21	21	58346
21	22	16150
21	23	46239
22	0	96110
22	1	55114
22	2	52145
22	3	27469
22	4	66744
22	5	66769
22	6	52479
22	7	10573
22	8	64557
22	9	54602
22	10	31611
22	11	48574
22	12	43555
22	13	62047
22	14	53984
22	15	5568
22	16	59684
22	17	53315
22	18	57982
22	19	53028
22	20	35080
22	21	27566
22	22	60812
22	23	118495
23	0	102889
23	1	188661
23	2	79873
23	3	79477
23	4	71790
23	5	58382
23	6	16710
23	7	69559
23	8	68842
23	9	6544
23	10	71371
23	11	80756
23	12	5796
23	13	70979
23	14	71841
23	15	6445
23	16	70551
23	17	37210
23	18	38115
23	19	69386
23	20	5988
23	21	70021
23	22	66238
23	23	10285
24	0	70593
24	1	27377
24	2	49485
24	3	69673
24	4	6488
24	5	69135
24	6	54020
24	7	20330
24	8	67012
24	9	15257
24	10	59207
24	11	55801
24	12	49924
24	13	10201
24	14	185930
24	15	57663
24	16	59696
24	17	53548
24	18	52569
24	19	18729
24	20	43122
24	21	52613
24	22	54322
24	23	52186
25	0	46590
25	1	34258
25	2	30403
25	3	53262
25	4	53737
25	5	54271
25	6	21642
25	7	39259
25	8	52743
25	9	52653
25	10	57354
25	11	12822
25	12	43966
25	13	50772
25	14	50028
25	15	50199
25	16	37197
25	17	19091
25	18	52898
25	19	51358
25	20	51670
25	21	35794
25	22	
25	23	
26	0	20182
26	1	51182
26	2	52551
26	3	52811
26	4	22393
26	5	35763
26	6	51093
26	7	50616
26	8	134120
26	9	106108
26	10	38825
26	11	48903
26	12	63397
26	13	62006
26	14	31779
26	15	38270
26	16	63615
26	17	46270
26	18	25862
26	19	67378
26	20	46527
26	21	26796
26	22	67939
26	23	36775
27	0	36932
27	1	66146
27	2	62739
27	3	6023
27	4	66410
27	5	65683
27	6	7305
27	7	65604
27	8	48631
27	9	22783
27	10	62779
27	11	54865
27	12	44095
27	13	24704
27	14	18553
27	15	59604
27	16	110313
27	17	63580
27	18	56124
27	19	21590
27	20	54732
27	21	11768
27	22	85983
27	23	190116
28	0	52234
28	1	64543
28	2	14661
28	3	65933
28	4	18203
28	5	62239
28	6	63157
28	7	6629
28	8	70277
28	9	52683
28	10	37585
28	11	51916
28	12	33369
28	13	80626
28	14	6081
28	15	69522
28	16	46503
28	17	63739
28	18	17906
28	19	82138
28	20	43643
28	21	38870
28	22	95035
28	23	72914
29	0	29990
29	1	22766
29	2	80981
29	3	60357
29	4	6261
29	5	85221
29	6	59602
29	7	6622
29	8	82249
29	9	55763
29	10	6603
29	11	75956
29	12	179525
29	13	85876
29	14	71911
29	15	16171
29	16	72028
29	17	41887
29	18	46697
29	19	37362
29	20	50343
29	21	73911
29	22	68277
29	23	85926
30	0	58152
30	1	49834
30	2	45906
30	3	54001
30	4	65322
30	5	43945
30	6	38956
30	7	39210
30	8	40980
30	9	49282
30	10	58138
30	11	41901
30	12	39100
30	13	36982
30	14	36844
30	15	38682
30	16	55692
30	17	54113
30	18	37743
30	19	38725
30	20	38274
30	21	38078
30	22	46609
30	23	61615
31	0	62693
31	1	61172
31	2	172950
31	3	78357
31	4	57973
31	5	50570
31	6	43353
31	7	46479
31	8	48894
31	9	46826
31	10	46249
31	11	41240
31	12	47383
31	13	43527
31	14	39836
31	15	43127
31	16	40656
31	17	44114
31	18	42944
31	19	41394
31	20	42738
31	21	41264
31	22	38275
31	23	50762
32	0	67970
32	1	26780
32	2	67461
32	3	41013
32	4	41246
32	5	41086
32	6	61375
32	7	53829
32	8	40226
32	9	43574
32	10	39249
32	11	52112
32	12	63121
32	13	47200
32	14	43349
32	15	41525
32	16	41423
32	17	41429
32	18	42151
32	19	43840
32	20	192264
32	21	72702
32	22	60713
32	23	63560
33	0	49511
33	1	55078
33	2	48166
33	3	47472
33	4	47528
33	5	47993
33	6	46037
33	7	45276
33	8	44735
33	9	44657
33	10	43196
33	11	53318
33	12	44276
33	13	47463
33	14	42820
33	15	41754
33	16	49836
33	17	50688
33	18	46070
33	19	50092
33	20	46031
33	21	50424
33	22	24807
33	23	86395
34	0	65966
34	1	58429
34	2	57807
34	3	60842
34	4	55789
34	5	54273
34	6	27280
34	7	35544
34	8	52237
34	9	173096
34	10	83007
34	11	65328
34	12	58626
34	13	52483
34	14	42524
34	15	64895
34	16	55694
34	17	27861
34	18	35961
34	19	65540
34	20	51535
34	21	58467
34	22	56881
34	23	59129
35	0	67412
35	1	79600
35	2	42435
35	3	57266
35	4	58092
35	5	38430
35	6	71450
35	7	36630
35	8	42209
35	9	59159
35	10	38101
35	11	36932
35	12	39664
35	13	64930
35	14	63849
35	15	162559
35	16	87571
35	17	53396
35	18	198852
35	19	80787
35	20	83566
35	21	71154
35	22	82704
35	23	73030
36	0	7390
36	1	75921
36	2	184518
36	3	204278
36	4	69991
36	5	6560
36	6	6551
36	7	88785
36	8	65676
36	9	27179
36	10	42597
36	11	72895
36	12	68242
36	13	2367
36	14	2896
36	15	63918
36	16	67164
36	17	55305
36	18	8544
36	19	56820
36	20	57084
36	21	57675
36	22	109514
36	23	197051
37	0	38778
37	1	59973
37	2	6039
37	3	80261
37	4	68812
37	5	6549
37	6	70702
37	7	52777
37	8	22081
37	9	69782
37	10	30470
37	11	62631
37	12	58512
37	13	62677
37	14	59558
37	15	31302
37	16	35060
37	17	61329
37	18	19848
37	19	3195
