day	hour	value
7	21	56119
7	22	43847
7	23	46122
7	24	71388
8	1	159376
8	2	43215
8	3	42216
8	4	42316
8	5	42202
8	6	41997
8	7	41902
8	8	42067
8	9	42400
8	10	42349
8	11	53978
8	12	142754
8	13	42692
8	14	39556
8	15	40878
8	16	80955
8	17	52611
8	18	39700
8	19	39380
8	20	49495
8	21	48591
8	22	66152
8	23	85739
8	24	82817
9	1	65529
9	2	53548
9	3	42657
9	4	42676
9	5	42116
9	6	42018
9	7	41892
9	8	42149
9	9	42478
9	10	42158
9	11	42183
9	12	153959
9	13	128835
9	14	39370
9	15	41151
9	16	41395
9	17	38594
9	18	39738
9	19	39430
9	20	38570
9	21	39697
9	22	39091
9	23	40590
9	24	61875
10	1	41101
10	2	41385
10	3	41039
10	4	40356
10	5	40221
10	6	40329
10	7	40543
10	8	39948
10	9	40334
10	10	40534
10	11	42037
10	12	134724
10	13	40918
10	14	38465
10	15	39498
10	16	38970
10	17	38979
10	18	39575
10	19	38500
10	20	39608
10	21	38717
10	22	39360
10	23	98711
10	24	72161
11	1	56430
11	2	59971
11	3	42373
11	4	41786
11	5	41854
11	6	41691
11	7	41803
11	8	41880
11	9	41738
11	10	41696
11	11	135588
11	12	75643
11	13	40450
11	14	41690
11	15	40252
11	16	40625
11	17	39605
11	18	40274
11	19	40585
11	20	39298
11	21	40509
11	22	40609
11	23	59963
11	24	125036
12	1	147939
12	2	47139
12	3	107881
12	4	196309
12	5	71094
12	6	64114
12	7	61137
12	8	61180
12	9	62464
12	10	66436
12	11	189043
12	12	71773
12	13	75683
12	14	70507
12	15	55415
12	16	40846
12	17	40297
12	18	40798
12	19	40940
12	20	40876
12	21	40885
12	22	41200
12	23	88756
12	24	93829
13	1	59317
13	2	42817
13	3	42660
13	4	41651
13	5	43890
13	6	43032
13	7	43041
13	8	42876
13	9	42786
13	10	43125
13	11	43026
13	12	137093
13	13	108329
13	14	65907
13	15	46125
13	16	127146
13	17	618111
13	18	219830
13	19	47848
13	20	97642
13	21	54088
13	22	55400
13	23	63894
13	24	50476
14	1	41123
14	2	41081
14	3	78244
14	4	61916
14	5	42106
14	6	42172
14	7	42138
14	8	42064
14	9	42215
14	10	42256
14	11	157337
14	12	47395
14	13	42227
14	14	40202
14	15	41130
14	16	40409
14	17	39753
14	18	135566
14	19	64311
14	20	50849
14	21	53948
14	22	46011
14	23	45128
14	24	41327
15	1	40987
15	2	41123
15	3	41336
15	4	40289
15	5	40655
15	6	40341
15	7	40303
15	8	40500
15	9	40354
15	10	40335
15	11	40230
15	12	151831
15	13	39320
15	14	39259
15	15	39477
15	16	38533
15	17	39614
15	18	39561
15	19	38815
15	20	39445
15	21	39244
15	22	38258
15	23	38639
15	24	39338
16	1	63245
16	2	70563
16	3	53082
16	4	44395
16	5	42263
16	6	42127
16	7	41982
16	8	42038
16	9	42580
16	10	152355
16	11	59792
16	12	41509
16	13	40889
16	14	40797
16	15	40904
16	16	40925
16	17	40792
16	18	40711
16	19	40912
16	20	40817
16	21	40909
16	22	21134
16	23	
16	24	
17	1	
17	2	
17	3	
17	4	
17	5	
17	6	
17	7	
17	8	
17	9	
17	10	
17	11	
17	12	
17	13	
17	14	
17	15	
17	16	
17	17	
17	18	
17	19	
17	20	
17	21	
17	22	
17	23	
17	24	
18	1	
18	2	
18	3	
18	4	
18	5	
18	6	
18	7	
18	8	
18	9	
18	10	
18	11	
18	12	
18	13	
18	14	
18	15	
18	16	
18	17	
18	18	
18	19	
18	20	
18	21	
18	22	
18	23	
18	24	
19	1	
19	2	
19	3	
19	4	
19	5	
19	6	
19	7	
19	8	
19	9	
19	10	
19	11	
19	12	
19	13	
19	14	
19	15	5472
19	16	41486
19	17	41120
19	18	40901
19	19	41006
19	20	40879
19	21	41118
19	22	41087
19	23	41003
19	24	41163
20	1	57133
20	2	86211
20	3	87834
20	4	41840
20	5	42107
20	6	41360
20	7	40505
20	8	41749
20	9	41603
20	10	41703
20	11	41825
20	12	41796
20	13	41610
20	14	42513
20	15	54456
20	16	129163
20	17	39548
20	18	39763
20	19	39612
20	20	39631
20	21	42906
20	22	43478
20	23	41619
20	24	41562
21	1	41485
21	2	64594
21	3	139249
21	4	41677
21	5	41599
21	6	41711
21	7	41728
21	8	41504
21	9	41565
21	10	41642
21	11	41446
21	12	41254
21	13	49260
21	14	230712
21	15	95273
21	16	70087
21	17	62651
21	18	39626
21	19	39712
21	20	39486
21	21	134426
21	22	38845
21	23	38378
21	24	41415
22	1	50052
22	2	42505
22	3	41961
22	4	41878
22	5	41475
22	6	41324
22	7	41663
22	8	41722
22	9	41802
22	10	122413
22	11	88873
22	12	58002
22	13	42576
22	14	39270
22	15	39138
22	16	38315
22	17	39087
22	18	38859
22	19	38869
22	20	38684
22	21	38615
22	22	40787
22	23	76686
22	24	78889
23	1	45094
23	2	42659
23	3	44048
23	4	43515
23	5	43481
23	6	43513
23	7	43689
23	8	43569
23	9	43479
23	10	44465
23	11	57127
23	12	145772
23	13	37954
23	14	40080
23	15	40091
23	16	38047
23	17	39038
23	18	38507
23	19	38631
23	20	38848
23	21	37868
23	22	38849
23	23	38790
23	24	37888
24	1	39832
24	2	40292
24	3	40168
24	4	39916
24	5	40031
24	6	40817
24	7	40310
24	8	38410
24	9	40660
24	10	40474
24	11	251313
24	12	59989
24	13	42269
24	14	41103
24	15	41247
24	16	41101
24	17	41064
24	18	41066
24	19	41060
24	20	41092
24	21	41097
24	22	41097
24	23	41196
24	24	41267
25	1	41220
25	2	40858
25	3	40989
25	4	40511
25	5	40739
25	6	40494
25	7	40564
25	8	40351
25	9	40655
25	10	40722
25	11	139189
25	12	55177
25	13	39096
25	14	39024
25	15	39092
25	16	38607
25	17	38893
25	18	38653
25	19	39100
25	20	39014
25	21	39121
25	22	31670
25	23	
25	24	
26	1	29339
26	2	39791
26	3	41192
26	4	40510
26	5	40400
26	6	40777
26	7	40697
26	8	40674
26	9	41288
26	10	40551
26	11	116336
26	12	71854
26	13	38967
26	14	38920
26	15	38424
26	16	38673
26	17	38868
26	18	38599
26	19	38363
26	20	38986
26	21	38598
26	22	38431
26	23	39790
26	24	40410
27	1	40496
27	2	40672
27	3	53666
27	4	43177
27	5	41246
27	6	40673
27	7	40611
27	8	40689
27	9	40758
27	10	40649
27	11	41931
27	12	150163
27	13	160331
27	14	43275
27	15	42207
27	16	38752
27	17	96783
27	18	41579
27	19	38702
27	20	38106
27	21	40429
27	22	40403
27	23	86214
27	24	111195
28	1	80700
28	2	48025
28	3	44424
28	4	44910
28	5	41763
28	6	41805
28	7	41736
28	8	41670
28	9	41660
28	10	41538
28	11	144794
28	12	174758
28	13	51965
28	14	101603
28	15	43393
28	16	41991
28	17	122461
28	18	52889
28	19	77663
28	20	64055
28	21	48106
28	22	41663
28	23	252727
28	24	352469
29	1	72266
29	2	66216
29	3	58582
29	4	57624
29	5	57745
29	6	59122
29	7	53431
29	8	57174
29	9	54816
29	10	52699
29	11	53115
29	12	208643
29	13	44096
29	14	51268
29	15	592835
29	16	124255
29	17	102472
29	18	53219
29	19	60184
29	20	42359
29	21	41862
29	22	40559
29	23	77719
29	24	712447
30	1	65781
30	2	42945
30	3	112045
30	4	41040
30	5	40988
30	6	40904
30	7	40925
30	8	40949
30	9	41259
30	10	41126
30	11	40822
30	12	172612
30	13	40704
30	14	40699
30	15	40679
30	16	40768
30	17	40716
30	18	40711
30	19	97255
30	20	40676
30	21	40754
30	22	65087
30	23	92403
30	24	328025
31	1	460430
31	2	44353
31	3	40475
31	4	40328
31	5	40177
31	6	39962
31	7	39960
31	8	41569
31	9	40556
31	10	39774
31	11	157445
31	12	59477
31	13	39288
31	14	38526
31	15	38517
31	16	38592
31	17	38870
31	18	39749
31	19	38575
31	20	38550
31	21	38528
31	22	38530
31	23	39655
31	24	39303
32	1	49156
32	2	40539
32	3	40885
32	4	40571
32	5	40645
32	6	40513
32	7	40621
32	8	40750
32	9	40851
32	10	40790
32	11	40869
32	12	145292
32	13	94993
32	14	41678
32	15	41012
32	16	95095
32	17	39009
32	18	38929
32	19	43917
32	20	92202
32	21	65513
32	22	51357
32	23	69005
32	24	63734
33	1	60560
33	2	51681
33	3	41721
33	4	41630
33	5	41647
33	6	41576
33	7	41619
33	8	41630
33	9	41783
33	10	41570
33	11	41544
33	12	170965
33	13	60053
33	14	41705
33	15	40288
33	16	43418
33	17	189940
33	18	40142
33	19	40115
33	20	40101
33	21	40257
33	22	40377
33	23	40602
33	24	44017
34	1	40726
34	2	40386
34	3	39987
34	4	39536
34	5	39944
34	6	39632
34	7	39536
34	8	39474
34	9	39635
34	10	39839
34	11	39406
34	12	182121
34	13	41113
34	14	41352
34	15	40390
34	16	41193
34	17	57620
34	18	91187
34	19	41869
34	20	41271
34	21	40150
34	22	39604
34	23	72752
34	24	57438
35	1	41550
35	2	41431
35	3	41248
35	4	41186
35	5	43451
35	6	44040
35	7	42713
35	8	42144
35	9	41946
35	10	41859
35	11	184563
35	12	88449
35	13	44257
35	14	42263
35	15	56825
35	16	135423
35	17	56699
35	18	69687
35	19	63149
35	20	61276
35	21	68618
35	22	54846
35	23	794116
35	24	50763
36	1	61564
36	2	41359
36	3	42288
36	4	40789
36	5	42017
36	6	41838
36	7	41990
36	8	41905
36	9	42107
36	10	41777
36	11	98613
36	12	113456
36	13	42485
36	14	15307
36	15	32506
36	16	64810
36	17	83039
36	18	61538
36	19	45281
36	20	49164
36	21	85578
36	22	88157
36	23	1581727
36	24	568400
37	1	70642
37	2	43501
37	3	42911
37	4	42360
37	5	42124
37	6	42014
37	7	42074
37	8	42409
37	9	42129
37	10	42019
37	11	140569
37	12	153103
37	13	67215
37	14	39301
37	15	39388
37	16	38894
37	17	38731
37	18	39116
37	19	20685
37	20	783
