day	hour	value
9	19	27
9	20	1
9	21	26
9	22	153
9	23	425
9	24	4
10	1	15
10	2	1
10	3	27
10	4	13
10	5	7
10	6	34
10	7	0
10	8	9
10	9	0
10	10	15
10	11	10
10	12	2
10	13	19
10	14	0
10	15	23
10	16	17
10	17	5
10	18	22
10	19	0
10	20	35
10	21	22
10	22	10
10	23	36
10	24	1
11	1	27
11	2	172
11	3	9
11	4	23
11	5	0
11	6	26
11	7	36
11	8	3
11	9	27
11	10	14
11	11	30
11	12	7
11	13	32
11	14	526
11	15	3
11	16	32
11	17	12
11	18	12
11	19	38
11	20	5
11	21	20
11	22	39
11	23	30
11	24	12
12	1	68
12	2	32
12	3	1
12	4	83
12	5	32
12	6	21
12	7	9
12	8	19
12	9	31
12	10	2
12	11	58
12	12	18
12	13	16
12	14	12
12	15	30
12	16	30
12	17	13
12	18	5
12	19	24
12	20	24
12	21	27
12	22	5
12	23	16
12	24	23
13	1	112
13	2	487
13	3	1
13	4	462863
13	5	563353
13	6	84387
13	7	31
13	8	38
13	9	0
13	10	19
13	11	27
13	12	33
13	13	1
13	14	11
13	15	12
13	16	268
13	17	643
13	18	200
13	19	267
13	20	72
13	21	102
13	22	144
13	23	30
13	24	148
14	1	82
14	2	28
14	3	139710
14	4	713301
14	5	213977
14	6	19
14	7	5
14	8	39
14	9	17
14	10	24
14	11	63
14	12	32
14	13	83
14	14	2
14	15	104
14	16	651
14	17	38
14	18	58
14	19	48
14	20	68
14	21	69
14	22	125
14	23	59
14	24	66
15	1	0
15	2	54
15	3	94
15	4	24
15	5	33
15	6	56
15	7	28
15	8	10
15	9	42
15	10	29
15	11	0
15	12	56
15	13	31
15	14	50
15	15	41
15	16	0
15	17	76
15	18	55
15	19	11
15	20	47
15	21	52
15	22	71
15	23	2
15	24	69
16	1	67
16	2	0
16	3	71
16	4	58
16	5	0
16	6	62
16	7	52
16	8	23
16	9	582
16	10	45
16	11	52
16	12	320076
16	13	456017
16	14	169465
16	15	28
16	16	26
16	17	33
16	18	13
16	19	15
16	20	29
16	21	28
16	22	1
16	23	
16	24	
17	1	
17	2	
17	3	
17	4	
17	5	
17	6	
17	7	
17	8	
17	9	
17	10	
17	11	
17	12	
17	13	
17	14	
17	15	
17	16	
17	17	
17	18	
17	19	
17	20	
17	21	
17	22	
17	23	
17	24	
18	1	
18	2	
18	3	
18	4	
18	5	
18	6	
18	7	
18	8	
18	9	
18	10	
18	11	
18	12	
18	13	
18	14	
18	15	
18	16	
18	17	
18	18	
18	19	
18	20	
18	21	
18	22	
18	23	
18	24	
19	1	
19	2	
19	3	
19	4	
19	5	
19	6	
19	7	
19	8	
19	9	
19	10	
19	11	
19	12	
19	13	
19	14	
19	15	0
19	16	19
19	17	19
19	18	1
19	19	20
19	20	22
19	21	479
19	22	95
19	23	31
19	24	18
20	1	23
20	2	9
20	3	11
20	4	20
20	5	18
20	6	12
20	7	1
20	8	20
20	9	14
20	10	19
20	11	15
20	12	10
20	13	4
20	14	19
20	15	212
20	16	138
20	17	12
20	18	6
20	19	27
20	20	27
20	21	31
20	22	1
20	23	37
20	24	26
21	1	40
21	2	27
21	3	19
21	4	0
21	5	25
21	6	31
21	7	27
21	8	25
21	9	1
21	10	24
21	11	13
21	12	44
21	13	84
21	14	524
21	15	324
21	16	62
21	17	343
21	18	67
21	19	37
21	20	27
21	21	28
21	22	35
21	23	25
21	24	32
22	1	194908
22	2	691264
22	3	230687
22	4	2
22	5	17
22	6	29
22	7	24
22	8	2
22	9	24
22	10	21
22	11	51
22	12	59
22	13	53
22	14	103
22	15	68
22	16	0
22	17	107
22	18	75
22	19	86
22	20	78
22	21	69
22	22	28
22	23	91
22	24	264
23	1	167910
23	2	679134
23	3	189703
23	4	21
23	5	17
23	6	20
23	7	2
23	8	14
23	9	16
23	10	3
23	11	52
23	12	93
23	13	0
23	14	71
23	15	39
23	16	0
23	17	27
23	18	26
23	19	5
23	20	22
23	21	0
23	22	32
23	23	26
23	24	1
24	1	37
24	2	16
24	3	8
24	4	28
24	5	0
24	6	20
24	7	19
24	8	3
24	9	33
24	10	11
24	11	22
24	12	19
24	13	17
24	14	1
24	15	549
24	16	6
24	17	14
24	18	17
24	19	13
24	20	21
24	21	4
24	22	17
24	23	34
24	24	14
25	1	20
25	2	15
25	3	8
25	4	17
25	5	23
25	6	25
25	7	29
25	8	2
25	9	16
25	10	22
25	11	43
25	12	10
25	13	8
25	14	13
25	15	15
25	16	14
25	17	10
25	18	5
25	19	31
25	20	14
25	21	22
25	22	18
25	23	
25	24	
26	1	2
26	2	16
26	3	46
26	4	27
26	5	16
26	6	7
26	7	17
26	8	32
26	9	484
26	10	55
26	11	17
26	12	32
26	13	26
26	14	20
26	15	16
26	16	3
26	17	14
26	18	18
26	19	2
26	20	24
26	21	20
26	22	0
26	23	20
26	24	8
27	1	2
27	2	13
27	3	339
27	4	152
27	5	31
27	6	15
27	7	0
27	8	15
27	9	17
27	10	3
27	11	9
27	12	30
27	13	85
27	14	3
27	15	29
27	16	13
27	17	73
27	18	12
27	19	116
27	20	19
27	21	11
27	22	10
27	23	39
27	24	548
28	1	371455
28	2	609464
28	3	91247
28	4	22
28	5	10
28	6	12
28	7	65
28	8	3
28	9	19
28	10	16
28	11	27
28	12	83
28	13	41
28	14	96
28	15	0
28	16	131
28	17	68
28	18	95
28	19	46
28	20	128
28	21	47
28	22	97
28	23	222
28	24	287
29	1	27
29	2	151
29	3	542356
29	4	329248
29	5	400828
29	6	43
29	7	26
29	8	0
29	9	52
29	10	25
29	11	1
29	12	78
29	13	648
29	14	75
29	15	201
29	16	72
29	17	34
29	18	46
29	19	15
29	20	39
29	21	15
29	22	476786
29	23	573212
29	24	84690
30	1	54
30	2	43
30	3	52
30	4	57
30	5	63
30	6	53
30	7	39
30	8	46
30	9	60
30	10	60
30	11	37
30	12	29
30	13	33
30	14	28
30	15	25
30	16	24
30	17	54
30	18	53
30	19	28
30	20	41
30	21	39
30	22	35
30	23	57
30	24	302
31	1	327
31	2	105
31	3	684
31	4	108
31	5	73
31	6	73
31	7	520
31	8	480001
31	9	310139
31	10	38
31	11	22
31	12	36
31	13	78
31	14	49
31	15	42
31	16	51
31	17	49
31	18	56
31	19	57
31	20	37
31	21	56
31	22	44
31	23	34
31	24	62
32	1	65
32	2	27
32	3	82
32	4	38
32	5	45
32	6	52
32	7	88
32	8	55
32	9	44
32	10	52
32	11	45
32	12	45
32	13	111
32	14	40
32	15	61
32	16	78
32	17	54
32	18	59
32	19	47
32	20	63
32	21	651
32	22	73
32	23	58
32	24	57
33	1	53
33	2	58
33	3	44
33	4	59
33	5	58
33	6	55
33	7	53
33	8	44
33	9	48
33	10	51
33	11	54
33	12	63
33	13	35
33	14	52
33	15	31
33	16	84
33	17	44
33	18	32
33	19	30
33	20	70
33	21	54
33	22	88
33	23	59
33	24	153
34	1	267622
34	2	148269
34	3	22
34	4	26
34	5	91
34	6	46
34	7	21
34	8	8
34	9	34
34	10	577
34	11	42
34	12	30
34	13	99
34	14	65
34	15	50
34	16	94
34	17	95
34	18	47
34	19	31
34	20	112
34	21	63
34	22	68
34	23	81
34	24	92
35	1	117
35	2	104
35	3	51
35	4	77
35	5	69
35	6	48
35	7	119
35	8	45
35	9	69
35	10	79
35	11	192
35	12	115526
35	13	714493
35	14	341160
35	15	176
35	16	157
35	17	218
35	18	59
35	19	636
35	20	38
35	21	219
35	22	54
35	23	96
35	24	147181
36	1	693167
36	2	225389
36	3	510
36	4	482
36	5	43
36	6	0
36	7	5
36	8	25
36	9	21
36	10	14
36	11	6
36	12	43
36	13	41
36	14	0
36	15	0
36	16	68
36	17	66
36	18	20
36	19	0
36	20	34
36	21	23
36	22	27
36	23	351
36	24	405
37	1	25
37	2	21
37	3	260994
37	4	703630
37	5	171236
37	6	0
37	7	18
37	8	25
37	9	0
37	10	38
37	11	25
37	12	76
37	13	91
37	14	63
37	15	70
37	16	45
37	17	24
37	18	72
37	19	40
37	20	5
