day	hour	value
11	19	73614
11	20	6550
11	21	69982
11	22	71865
11	23	34006
11	24	54520
12	1	84714
12	2	76133
12	3	5869
12	4	85451
12	5	71337
12	6	20749
12	7	57673
12	8	70108
12	9	36782
12	10	40617
12	11	67772
12	12	40996
12	13	40398
12	14	46086
12	15	63802
12	16	60567
12	17	29941
12	18	36603
12	19	60499
12	20	60668
12	21	62177
12	22	7656
12	23	62933
12	24	65480
13	1	76729
13	2	185497
13	3	27551
13	4	75950
13	5	66053
13	6	6529
13	7	67811
13	8	65842
13	9	6598
13	10	63714
13	11	62152
13	12	73525
13	13	6135
13	14	75701
13	15	47875
13	16	24006
13	17	66115
13	18	50033
13	19	62108
13	20	53078
13	21	72065
13	22	8261
13	23	61358
13	24	71947
14	1	62177
14	2	17257
14	3	49530
14	4	56348
14	5	58350
14	6	31415
14	7	32387
14	8	57737
14	9	54043
14	10	50269
14	11	47701
14	12	21343
14	13	76080
14	14	14334
14	15	59851
14	16	185513
14	17	67119
14	18	64952
14	19	56749
14	20	62811
14	21	58994
14	22	22011
14	23	47360
14	24	64994
15	1	5854
15	2	63117
15	3	62329
15	4	15882
15	5	52383
15	6	61077
15	7	32759
15	8	32550
15	9	61158
15	10	46067
15	11	6402
15	12	66197
15	13	47812
15	14	60416
15	15	50862
15	16	5846
15	17	66707
15	18	50881
15	19	10812
15	20	61061
15	21	54130
15	22	62004
15	23	10050
15	24	60243
16	1	68648
16	2	5986
16	3	64221
16	4	64973
16	5	6527
16	6	64888
16	7	57104
16	8	17366
16	9	190655
16	10	70389
16	11	61640
16	12	57697
16	13	41055
16	14	21071
16	15	57402
16	16	57023
16	17	58356
16	18	20834
16	19	43005
16	20	59075
16	21	59104
16	22	3294
16	23	
16	24	
17	1	
17	2	
17	3	
17	4	
17	5	
17	6	
17	7	
17	8	
17	9	
17	10	
17	11	
17	12	
17	13	
17	14	
17	15	
17	16	
17	17	
17	18	
17	19	
17	20	
17	21	
17	22	
17	23	
17	24	
18	1	
18	2	
18	3	
18	4	
18	5	
18	6	
18	7	
18	8	
18	9	
18	10	
18	11	
18	12	
18	13	
18	14	
18	15	
18	16	
18	17	
18	18	
18	19	
18	20	
18	21	
18	22	
18	23	
18	24	
19	1	
19	2	
19	3	
19	4	
19	5	
19	6	
19	7	
19	8	
19	9	
19	10	
19	11	
19	12	
19	13	
19	14	
19	15	798
19	16	26488
19	17	63308
19	18	15828
19	19	53245
19	20	48691
19	21	133657
19	22	116206
19	23	63256
19	24	34437
20	1	72384
20	2	8685
20	3	57579
20	4	57151
20	5	56540
20	6	45814
20	7	13990
20	8	54130
20	9	53909
20	10	52781
20	11	40897
20	12	28295
20	13	43347
20	14	53739
20	15	51012
20	16	63172
20	17	20318
20	18	41141
20	19	54645
20	20	56694
20	21	55779
20	22	5995
20	23	55053
20	24	53322
21	1	54200
21	2	52628
21	3	48092
21	4	6120
21	5	59067
21	6	53815
21	7	54197
21	8	50493
21	9	6578
21	10	53434
21	11	47163
21	12	57830
21	13	54320
21	14	138777
21	15	106790
21	16	57833
21	17	38298
21	18	39921
21	19	59083
21	20	58660
21	21	45265
21	22	58346
21	23	16150
21	24	46239
22	1	96110
22	2	55114
22	3	52145
22	4	27469
22	5	66744
22	6	66769
22	7	52479
22	8	10573
22	9	64557
22	10	54602
22	11	31611
22	12	48574
22	13	43555
22	14	62047
22	15	53984
22	16	5568
22	17	59684
22	18	53315
22	19	57982
22	20	53028
22	21	35080
22	22	27566
22	23	60812
22	24	118495
23	1	102889
23	2	188661
23	3	79873
23	4	79477
23	5	71790
23	6	58382
23	7	16710
23	8	69559
23	9	68842
23	10	6544
23	11	71371
23	12	80756
23	13	5796
23	14	70979
23	15	71841
23	16	6445
23	17	70551
23	18	37210
23	19	38115
23	20	69386
23	21	5988
23	22	70021
23	23	66238
23	24	10285
24	1	70593
24	2	27377
24	3	49485
24	4	69673
24	5	6488
24	6	69135
24	7	54020
24	8	20330
24	9	67012
24	10	15257
24	11	59207
24	12	55801
24	13	49924
24	14	10201
24	15	185930
24	16	57663
24	17	59696
24	18	53548
24	19	52569
24	20	18729
24	21	43122
24	22	52613
24	23	54322
24	24	52186
25	1	46590
25	2	34258
25	3	30403
25	4	53262
25	5	53737
25	6	54271
25	7	21642
25	8	39259
25	9	52743
25	10	52653
25	11	57354
25	12	12822
25	13	43966
25	14	50772
25	15	50028
25	16	50199
25	17	37197
25	18	19091
25	19	52898
25	20	51358
25	21	51670
25	22	35794
25	23	
25	24	
26	1	20182
26	2	51182
26	3	52551
26	4	52811
26	5	22393
26	6	35763
26	7	51093
26	8	50616
26	9	134120
26	10	106108
26	11	38825
26	12	48903
26	13	63397
26	14	62006
26	15	31779
26	16	38270
26	17	63615
26	18	46270
26	19	25862
26	20	67378
26	21	46527
26	22	26796
26	23	67939
26	24	36775
27	1	36932
27	2	66146
27	3	62739
27	4	6023
27	5	66410
27	6	65683
27	7	7305
27	8	65604
27	9	48631
27	10	22783
27	11	62779
27	12	54865
27	13	44095
27	14	24704
27	15	18553
27	16	59604
27	17	110313
27	18	63580
27	19	56124
27	20	21590
27	21	54732
27	22	11768
27	23	85983
27	24	190116
28	1	52234
28	2	64543
28	3	14661
28	4	65933
28	5	18203
28	6	62239
28	7	63157
28	8	6629
28	9	70277
28	10	52683
28	11	37585
28	12	51916
28	13	33369
28	14	80626
28	15	6081
28	16	69522
28	17	46503
28	18	63739
28	19	17906
28	20	82138
28	21	43643
28	22	38870
28	23	95035
28	24	72914
29	1	29990
29	2	22766
29	3	80981
29	4	60357
29	5	6261
29	6	85221
29	7	59602
29	8	6622
29	9	82249
29	10	55763
29	11	6603
29	12	75956
29	13	179525
29	14	85876
29	15	71911
29	16	16171
29	17	72028
29	18	41887
29	19	46697
29	20	37362
29	21	50343
29	22	73911
29	23	68277
29	24	85926
30	1	58152
30	2	49834
30	3	45906
30	4	54001
30	5	65322
30	6	43945
30	7	38956
30	8	39210
30	9	40980
30	10	49282
30	11	58138
30	12	41901
30	13	39100
30	14	36982
30	15	36844
30	16	38682
30	17	55692
30	18	54113
30	19	37743
30	20	38725
30	21	38274
30	22	38078
30	23	46609
30	24	61615
31	1	62693
31	2	61172
31	3	172950
31	4	78357
31	5	57973
31	6	50570
31	7	43353
31	8	46479
31	9	48894
31	10	46826
31	11	46249
31	12	41240
31	13	47383
31	14	43527
31	15	39836
31	16	43127
31	17	40656
31	18	44114
31	19	42944
31	20	41394
31	21	42738
31	22	41264
31	23	38275
31	24	50762
32	1	67970
32	2	26780
32	3	67461
32	4	41013
32	5	41246
32	6	41086
32	7	61375
32	8	53829
32	9	40226
32	10	43574
32	11	39249
32	12	52112
32	13	63121
32	14	47200
32	15	43349
32	16	41525
32	17	41423
32	18	41429
32	19	42151
32	20	43840
32	21	192264
32	22	72702
32	23	60713
32	24	63560
33	1	49511
33	2	55078
33	3	48166
33	4	47472
33	5	47528
33	6	47993
33	7	46037
33	8	45276
33	9	44735
33	10	44657
33	11	43196
33	12	53318
33	13	44276
33	14	47463
33	15	42820
33	16	41754
33	17	49836
33	18	50688
33	19	46070
33	20	50092
33	21	46031
33	22	50424
33	23	24807
33	24	86395
34	1	65966
34	2	58429
34	3	57807
34	4	60842
34	5	55789
34	6	54273
34	7	27280
34	8	35544
34	9	52237
34	10	173096
34	11	83007
34	12	65328
34	13	58626
34	14	52483
34	15	42524
34	16	64895
34	17	55694
34	18	27861
34	19	35961
34	20	65540
34	21	51535
34	22	58467
34	23	56881
34	24	59129
35	1	67412
35	2	79600
35	3	42435
35	4	57266
35	5	58092
35	6	38430
35	7	71450
35	8	36630
35	9	42209
35	10	59159
35	11	38101
35	12	36932
35	13	39664
35	14	64930
35	15	63849
35	16	162559
35	17	87571
35	18	53396
35	19	198852
35	20	80787
35	21	83566
35	22	71154
35	23	82704
35	24	73030
36	1	7390
36	2	75921
36	3	184518
36	4	204278
36	5	69991
36	6	6560
36	7	6551
36	8	88785
36	9	65676
36	10	27179
36	11	42597
36	12	72895
36	13	68242
36	14	2367
36	15	2896
36	16	63918
36	17	67164
36	18	55305
36	19	8544
36	20	56820
36	21	57084
36	22	57675
36	23	109514
36	24	197051
37	1	38778
37	2	59973
37	3	6039
37	4	80261
37	5	68812
37	6	6549
37	7	70702
37	8	52777
37	9	22081
37	10	69782
37	11	30470
37	12	62631
37	13	58512
37	14	62677
37	15	59558
37	16	31302
37	17	35060
37	18	61329
37	19	19848
37	20	3195
